wine_name,vintage_name,vintage_year,wine_ratings_average,wine_ratings_count,vintage_ratings_average,vintage_rating_count,liter_price_euros,in_top_list,country
Nettare Veneto Bianco,Dal Forno Romano Nettare Veneto Bianco 1995,1995,4.6,87,4.8,38,826.6666666666666,0,Italie
Bonnes-Mares Grand Cru,Domaine Comte Georges de Vogüé Bonnes-Mares Grand Cru 1999,1999,4.5,2595,4.5,127,2431.6666666666665,0,France
Tokaji Aszú 6 Puttonyos,Oremus Tokaji Aszú 6 Puttonyos 2013,2013,4.6,2366,4.6,154,199.94,0,Hongrie
Barolo Bricco Rocche,Ceretto Barolo Bricco Rocche 2007,2007,4.4,2923,4.5,195,598.3333333333334,0,Italie
Barolo Brunate,Ceretto Barolo Brunate 2009,2009,4.3,4295,4.4,208,266.6666666666667,0,Italie
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2013,2013,4.6,39605,4.5,509,1366.6666666666667,0,France
Unico,Vega Sicilia Unico 1965,1965,4.7,45140,4.6,226,1387.4666666666667,0,Espagne
Côte-Rôtie La Mouline,E. Guigal Côte-Rôtie La Mouline 2013,2013,4.6,4380,4.5,154,462.3333333333333,0,France
Contador Rioja,Bodega Contador (Benjamín Romeo) Contador Rioja 2011,2011,4.6,2240,4.6,241,332.0,0,Espagne
Barolo Riserva Granbussia,Aldo Conterno Barolo Riserva Granbussia 1985,1985,4.5,1728,4.6,44,2581.6666666666665,0,Italie
Costasera Amarone della Valpolicella Classico,Masi Costasera Amarone della Valpolicella Classico 2013,2013,4.3,93397,4.4,9182,126.66666666666667,0,Italie
Clos Sainte Hune Riesling Alsace,Trimbach Clos Sainte Hune Riesling Alsace 2012,2012,4.5,4106,4.5,271,400.0,1,France
Tessons Clos de Mon Plaisir Meursault,Domaine Roulot Tessons Clos de Mon Plaisir Meursault 2002,2002,4.4,761,0.0,16,1680.0,0,France
Kairos,Zýmē Kairos 2007,2007,4.4,7364,4.5,97,295.0,0,Italie
Pomerol,Château Hosanna Pomerol 2009,2009,4.4,3377,4.5,147,726.6666666666666,0,France
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1988,1988,4.6,47939,4.6,180,911.6666666666666,0,Italie
Château Margaux (Premier Grand Cru Classé),Château Margaux Château Margaux (Premier Grand Cru Classé) 2013,2013,4.6,45350,4.5,498,1366.6666666666667,0,France
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 1958,1958,4.5,27452,0.0,21,996.6666666666667,0,Italie
Sperss Barolo,Gaja Sperss Barolo 2013,2013,4.6,10950,4.5,593,698.3333333333334,0,Italie
L'Apparita,Castello di Ama L'Apparita 2009,2009,4.4,3836,4.5,262,530.0,0,Italie
Comtes de Champagne Blanc de Blancs,Taittinger Comtes de Champagne Blanc de Blancs 2012,2012,4.5,27449,4.5,356,253.33333333333334,0,France
Toscana Batar,Querciabella Toscana Batar 2011,2011,4.3,4187,4.4,355,268.3333333333333,0,Italie
Châteauneuf-du-Pape,Château Rayas Châteauneuf-du-Pape 2009,2009,4.7,7544,4.7,312,4128.333333333333,0,France
Gratallops Partida Bellvisos,Sara Pérez y René Barbier Gratallops Partida Bellvisos 2005,2005,4.3,627,4.5,63,116.66666666666667,0,Espagne
Brunate  Barolo,Roberto Voerzio Brunate  Barolo 1996,1996,4.5,1289,4.5,44,882.5,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2005,2005,4.5,27452,4.5,924,441.66666666666663,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2004,2004,4.5,27452,4.5,1861,471.6666666666667,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2009,2009,4.5,27452,4.4,1923,413.3333333333333,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2010,2010,4.5,27452,4.4,1626,293.3333333333333,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2011,2011,4.5,27452,4.5,1112,413.3333333333333,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2000,2000,4.5,27452,4.5,493,441.66666666666663,1,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 1998,1998,4.5,27452,4.5,418,471.6666666666667,0,Italie
Le Bourg Saumur Champigny,Clos Rougeard Le Bourg Saumur Champigny 2010,2010,4.5,1264,4.7,85,1366.6666666666667,0,France
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 1997,1997,4.5,27452,4.6,541,525.3333333333334,0,Italie
Brunello di Montalcino,Cerbaiona Brunello di Montalcino 2009,2009,4.5,2623,4.5,230,398.3333333333333,0,Italie
Pomerol,Château Hosanna Pomerol 2010,2010,4.4,3377,4.5,190,530.0,0,France
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2008,2008,4.5,27452,4.4,2155,441.66666666666663,0,Italie
Veneto Alzero Cabernet,Quintarelli Giuseppe Veneto Alzero Cabernet 2011,2011,4.7,2600,4.8,82,608.7,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2001,2001,4.5,27452,4.4,961,560.0,0,Italie
Brunello di Montalcino,Fonterenza Brunello di Montalcino 2004,2004,4.2,1598,4.5,45,161.66666666666666,0,Italie
Belle Epoque Brut Champagne,Perrier-Jouët Belle Epoque Brut Champagne 2013,2013,4.5,20992,4.4,1864,330.0,0,France
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2010,2010,4.4,2678,4.5,66,1765.0,0,France
Montrachet Grand Cru,Domaine des Comtes Lafon Montrachet Grand Cru 2009,2009,4.7,516,4.7,36,7970.0,0,France
Veneto Alzero Cabernet,Quintarelli Giuseppe Veneto Alzero Cabernet 2009,2009,4.7,2600,4.8,208,740.0,0,Italie
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Figeac Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2012,2012,4.4,24916,4.4,1463,209.26666666666665,0,France
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2007,2007,4.5,27452,4.5,3523,471.6666666666667,0,Italie
Darmagi Langhe,Gaja Darmagi Langhe 1988,1988,4.5,3184,4.5,36,530.0,0,Italie
Sed de Caná,Jaro Sed de Caná 2009,2009,4.5,345,0.0,3,221.20000000000002,0,Espagne
Cerretta Barolo Riserva (Vigna Bricco),Elio Altare Cerretta Barolo Riserva (Vigna Bricco) 2006,2006,4.5,2065,4.5,127,273.3333333333333,0,Italie
Montelìg,Von Siebenthal Montelìg 2013,2013,4.4,2905,4.5,249,66.65333333333334,0,Chili
Maria Adelaide Barbaresco,Bruno Rocca Maria Adelaide Barbaresco 2006,2006,4.3,501,4.5,53,355.0,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 1995,1995,4.5,27452,4.6,313,471.6666666666667,0,Italie
Amarone della Valpolicella Classico,Bertani Amarone della Valpolicella Classico 1959,1959,4.4,18720,4.7,37,1125.0,0,Italie
Barolo Monprivato,Mascarello Giuseppe e Figlio Barolo Monprivato 2013,2013,4.4,6966,4.5,477,626.6666666666667,0,Italie
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1989,1989,4.6,47939,4.6,99,711.6666666666666,0,Italie
Poggio all'Oro Brunello di Montalcino Riserva,Banfi Poggio all'Oro Brunello di Montalcino Riserva 2013,2013,4.5,7033,4.4,172,181.73333333333335,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 2013,2013,4.5,27452,4.5,1342,321.73333333333335,0,Italie
Amarone della Valpolicella Classico,Bussola Amarone della Valpolicella Classico 2011,2011,4.5,6669,4.4,659,241.66666666666666,0,Italie
Sassicaia,Tenuta San Guido Sassicaia 1970,1970,4.6,107646,0.0,24,1693.3333333333333,0,Italie
Barolo Riserva Monfortino,Giacomo Conterno Barolo Riserva Monfortino 1961,1961,4.7,5013,4.5,44,1516.6666666666665,0,Italie
Altura,Casa Silva Altura 2012,2012,4.5,2733,4.6,244,118.66666666666667,0,Chili
Merlot,Leonetti Merlot 2010,2010,4.4,1922,4.5,62,238.33333333333334,0,États-Unis
Vintage Port,Quinta do Noval Vintage Port 2011,2011,4.4,1972,4.5,92,353.3333333333333,0,Portugal
Pomerol,Château l'Évangile Pomerol 2011,2011,4.5,9531,4.4,455,226.66666666666666,0,France
Vosne-Romanée Premier Cru Aux Reignots,Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Aux Reignots 2007,2007,4.6,645,4.5,50,5565.0,0,France
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2000,2000,4.6,38521,4.7,1091,2705.0,0,France
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 1988,1988,4.5,27452,4.4,246,626.6666666666667,0,Italie
Harimann Montepulciano d'Abruzzo,Pasetti Harimann Montepulciano d'Abruzzo 2000,2000,4.4,1086,0.0,20,78.33333333333334,0,Italie
Sauternes,Château d'Yquem Sauternes 1962,1962,4.7,44126,4.7,66,1366.6666666666667,0,France
Veneto Rosso del Bepi,Quintarelli Giuseppe Veneto Rosso del Bepi 2010,2010,4.6,3747,4.5,760,325.06666666666666,0,Italie
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2009,2009,4.6,38521,4.7,354,3671.666666666667,0,France
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2003,2003,4.6,38521,4.8,920,2248.3333333333335,1,France
Bolgheri Superiore,Ornellaia Bolgheri Superiore 2010,2010,4.6,47939,4.6,2116,796.6666666666666,1,Italie
Côte-Rôtie La Mouline,E. Guigal Côte-Rôtie La Mouline 1976,1976,4.6,4380,0.0,9,6546.666666666667,0,France
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2008,2008,4.6,38521,4.6,652,1320.0,0,France
Campolongo di Torbe Amarone della Valpolicella Classico,Masi Campolongo di Torbe Amarone della Valpolicella Classico 2012,2012,4.5,4392,4.5,245,283.3333333333333,0,Italie
Sauternes (Premier Grand Cru Classé),Château Suduiraut Sauternes (Premier Grand Cru Classé) 2007,2007,4.3,17293,4.4,1244,66.53333333333333,1,France
Montepulciano d'Abruzzo,Valentini Montepulciano d'Abruzzo 1992,1992,4.4,1398,0.0,21,724.5333333333333,0,Italie
Dom Ruinart Blanc de Blancs Brut Champagne,Ruinart Dom Ruinart Blanc de Blancs Brut Champagne 2010,2010,4.5,18466,4.6,465,382.66666666666663,1,France
Merlot,Leonetti Merlot 2007,2007,4.4,1922,4.5,65,268.3333333333333,0,États-Unis
Vürsù Barolo Campè,La Spinetta Vürsù Barolo Campè 2011,2011,4.4,6260,4.4,423,425.0,0,Italie
Lodovico,Biserno Lodovico 2013,2013,4.6,3860,4.6,655,566.6666666666666,1,Italie
d'Alceo,Castello dei Rampolla d'Alceo 2001,2001,4.4,3133,4.5,147,446.66666666666663,0,Italie
Darmagi Langhe,Gaja Darmagi Langhe 1984,1984,4.5,3184,0.0,14,441.66666666666663,0,Italie
Amarone della Valpolicella,Roccolo Grassi Amarone della Valpolicella 2001,2001,4.4,2680,0.0,20,388.3333333333333,0,Italie
N.P.U. Extra Brut Champagne (Nec Plus Ultra),Bruno Paillard N.P.U. Extra Brut Champagne (Nec Plus Ultra) 2008,2008,4.5,1482,4.5,137,626.6666666666667,0,France
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 1999,1999,4.6,38521,4.7,1156,1765.0,1,France
Vigneto Bellavista Chianti Classico,Castello di Ama Vigneto Bellavista Chianti Classico 2007,2007,4.4,1402,4.4,266,295.0,0,Italie
Brunello di Montalcino Riserva,Biondi-Santi Brunello di Montalcino Riserva 1990,1990,4.6,3375,4.5,49,1395.0,0,Italie
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2010,2010,4.6,38521,4.6,197,2120.0,0,France
Opus One,Opus One Opus One 2013,2013,4.6,77053,4.6,7011,1025.0,0,États-Unis
Falletto Barolo Le Rocche del Falletto Riserva,Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2000,2000,4.6,622,4.7,63,2064.1666666666665,0,Italie
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2005,2005,4.6,38521,4.7,831,1601.0533333333333,0,France
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Pavie Macquin Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2000,2000,4.3,10699,4.4,479,383.33333333333337,1,France
Vin de Pays de l'Hérault,La Grange des Pères Vin de Pays de l'Hérault 2004,2004,4.5,8933,4.5,280,911.6666666666666,0,France
Tenuta Nuova Brunello di Montalcino,Casanova di Neri Tenuta Nuova Brunello di Montalcino 2012,2012,4.5,20934,4.5,2399,313.33333333333337,0,Italie
Le Bourg Saumur Champigny,Clos Rougeard Le Bourg Saumur Champigny 2013,2013,4.5,1264,4.8,54,1110.0,0,France
d'Alceo,Castello dei Rampolla d'Alceo 2008,2008,4.4,3133,4.4,170,261.6666666666667,0,Italie
Amarone della Valpolicella Classico,Quintarelli Giuseppe Amarone della Valpolicella Classico 2013,2013,4.7,8900,4.8,444,566.6666666666666,0,Italie
Sauternes (Premier Grand Cru Classé),Château Suduiraut Sauternes (Premier Grand Cru Classé) 2010,2010,4.3,17293,4.4,906,100.94666666666666,0,France
Valpolicella Superiore Monte Lodoletta,Dal Forno Romano Valpolicella Superiore Monte Lodoletta 2011,2011,4.5,13024,4.5,1279,238.33333333333334,0,Italie
Brunello di Montalcino,Biondi-Santi Brunello di Montalcino 1985,1985,4.5,27452,4.4,178,560.0,0,Italie
Romanée-Saint-Vivant Grand Cru,Domaine Arnoux-Lachaux Romanée-Saint-Vivant Grand Cru 2002,2002,4.5,463,0.0,16,4270.0,0,France
Châteauneuf-du-Pape,Château Rayas Châteauneuf-du-Pape 2010,2010,4.7,7544,4.7,174,4383.333333333334,0,France
Kairos,Zýmē Kairos 2009,2009,4.4,7364,4.4,301,295.0,1,Italie
Pauillac (Grand Cru Classé),Château Lynch-Bages Pauillac (Grand Cru Classé) 1934,1934,4.4,55808,0.0,0,639.8000000000001,0,France
Amour de Deutz Millésimé Brut Champagne,Deutz Amour de Deutz Millésimé Brut Champagne 2010,2010,4.5,5532,4.5,411,265.3333333333333,0,France
Kairos,Zýmē Kairos 2012,2012,4.4,7364,4.4,502,295.0,1,Italie
Costa Russi (Barbaresco) Langhe,Gaja Costa Russi (Barbaresco) Langhe 1979,1979,4.6,2876,0.0,14,854.1666666666666,0,Italie
Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2009,2009,4.6,73615,4.7,1282,1300.0,0,France
Continuum Estate,Continuum Continuum Estate 2013,2013,4.6,6949,4.5,848,430.0,0,États-Unis
Conde de Superunda,Miguel Torres Chile Conde de Superunda 2013,2013,4.2,3237,4.5,68,74.66666666666667,0,Chili
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1992,1992,4.6,47939,4.6,143,598.3333333333334,0,Italie
Pieve Santa Restituta Sugarille Brunello di Montalcino,Gaja Pieve Santa Restituta Sugarille Brunello di Montalcino 2013,2013,4.5,3717,4.5,312,296.6666666666667,0,Italie
Falletto Barolo Le Rocche del Falletto Riserva,Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2004,2004,4.6,622,4.6,55,2348.333333333333,0,Italie
Amarone della Valpolicella Monte Lodoletta,Dal Forno Romano Amarone della Valpolicella Monte Lodoletta 1994,1994,4.7,7947,4.6,94,1003.3333333333334,0,Italie
Barolo Cannubi,Michele Chiarlo Barolo Cannubi 2013,2013,4.3,1852,4.4,210,180.0,0,Italie
Sir Winston Churchill Brut Champagne,Pol Roger Sir Winston Churchill Brut Champagne 2008,2008,4.6,12873,4.6,1375,911.6666666666666,0,France
Comtes de Champagne Blanc de Blancs,Taittinger Comtes de Champagne Blanc de Blancs 2011,2011,4.5,27449,4.5,1127,540.8333333333334,0,France
Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2008,2008,4.6,73615,4.6,1260,953.5333333333333,0,France
Amarone della Valpolicella Classico,Bertani Amarone della Valpolicella Classico 1960,1960,4.4,18720,0.0,18,353.3333333333333,0,Italie
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,2011,4.6,6637,4.5,96,1046.9066666666668,0,France
Barolo Le Vigne,Sandrone Barolo Le Vigne 2010,2010,4.3,5026,4.4,226,560.0,0,Italie
Sorì San Lorenzo,Gaja Sorì San Lorenzo 2013,2013,4.6,3857,4.5,205,923.3333333333334,0,Italie
Rocche dell'Annunziata Barolo Riserva,Paolo Scavino Rocche dell'Annunziata Barolo Riserva 1985,1985,4.5,1609,0.0,2,825.0,0,Italie
Barbaresco Rabajà,Bruno Rocca Barbaresco Rabajà 2000,2000,4.3,5469,4.5,62,401.6666666666667,0,Italie
Recioto della Valpolicella (Monte Lodoletta),Dal Forno Romano Recioto della Valpolicella (Monte Lodoletta) 1990,1990,4.6,227,0.0,15,1110.0,0,Italie
'Giulio Ferrari' Riserva del Fondatore,Ferrari 'Giulio Ferrari' Riserva del Fondatore 2007,2007,4.6,12592,4.6,1994,471.6666666666667,0,Italie
Barolo Riserva Granbussia,Aldo Conterno Barolo Riserva Granbussia 1982,1982,4.5,1728,4.6,26,1905.0,0,Italie
Boal Madeira,D'Oliveiras Boal Madeira 1968,1968,4.5,1023,4.6,202,424.3333333333333,0,Portugal
Chateauneuf-du-Pape Réserve des Célestins,Henri Bonneau Chateauneuf-du-Pape Réserve des Célestins 2011,2011,4.6,1633,4.6,125,1067.5,0,France
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,2011,4.6,22896,4.5,1470,933.3333333333334,0,France
Brunello di Montalcino,Poggio Antico Brunello di Montalcino 1986,1986,4.4,9171,0.0,10,110.0,0,Italie
Barolo Bussia,Parusso Barolo Bussia 2011,2011,4.4,4525,4.4,205,206.66666666666666,0,Italie
Barolo Monprivato,Mascarello Giuseppe e Figlio Barolo Monprivato 2010,2010,4.4,6966,4.5,539,940.0,1,Italie
Barolo Monprivato,Mascarello Giuseppe e Figlio Barolo Monprivato 2010,2010,4.4,6966,4.5,539,940.0,1,Italie
Barolo Monprivato,Mascarello Giuseppe e Figlio Barolo Monprivato 2010,2010,4.4,6966,4.5,539,940.0,1,Italie
40 Anos Tawny Port,Quinta da Devesa 40 Anos Tawny Port,N.V.,4.6,57,4.6,57,146.6,0,Portugal
Musigny Grand Cru,Louis Jadot Musigny Grand Cru 2013,2013,4.4,171,0.0,2,1565.0,0,France
Bâtard-Montrachet Grand Cru,Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2008,2008,4.6,1191,4.6,70,2775.8333333333335,0,France
Pingus,Dominio de Pingus Pingus 2005,2005,4.6,6013,4.7,290,3103.3333333333335,0,Espagne
Pingus,Dominio de Pingus Pingus 2004,2004,4.6,6013,4.7,273,4526.666666666666,0,Espagne
Tokaji Aszú 5 Puttonyos,Oremus Tokaji Aszú 5 Puttonyos 2000,2000,4.5,5449,4.5,435,199.94,0,Hongrie
Guglielmi di Jago Amarone della Valpolicella Classico,Villa Spinosa Guglielmi di Jago Amarone della Valpolicella Classico 1998,1998,4.4,408,4.7,70,370.1333333333334,0,Italie
Romanée-Saint-Vivant Grand Cru,Domaine Arnoux-Lachaux Romanée-Saint-Vivant Grand Cru 2007,2007,4.5,463,4.7,50,4270.0,0,France
Bolgheri Superiore,Ornellaia Bolgheri Superiore 2012,2012,4.6,47939,4.6,3370,570.0,0,Italie
Recioto della Valpolicella (Monte Lodoletta),Dal Forno Romano Recioto della Valpolicella (Monte Lodoletta) 1988,1988,4.6,227,0.0,17,683.3333333333334,0,Italie
Merlot,Leonetti Merlot 2006,2006,4.4,1922,4.5,71,238.33333333333334,0,États-Unis
Recioto della Valpolicella Classico,Quintarelli Giuseppe Recioto della Valpolicella Classico 1985,1985,4.7,1045,0.0,5,1366.6666666666667,0,Italie
Brut Champagne,Dom Pérignon Brut Champagne 2006,2006,4.6,146377,4.6,21121,586.6666666666666,0,France
Brunello di Montalcino Riserva,Biondi-Santi Brunello di Montalcino Riserva 2011,2011,4.6,3375,4.5,142,793.3333333333334,0,Italie
Brunello di Montalcino Riserva,Biondi-Santi Brunello di Montalcino Riserva 2010,2010,4.6,3375,4.6,196,926.6666666666666,0,Italie
Brut Champagne,Dom Pérignon Brut Champagne 2013,2013,4.6,146377,4.5,623,333.3333333333333,1,France
Vosne-Romanée Premier Cru Aux Reignots,Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Aux Reignots 2013,2013,4.6,645,4.6,36,5485.333333333333,0,France
Brunello di Montalcino,Casanova di Neri Brunello di Montalcino 2013,2013,4.4,25989,4.4,3175,110.0,0,Italie
Le Bourg Saumur Champigny,Clos Rougeard Le Bourg Saumur Champigny 2009,2009,4.5,1264,4.6,148,1281.6666666666667,0,France
Messorio,Le Macchiole Messorio 2010,2010,4.5,5514,4.6,378,711.6666666666666,1,Italie
Barolo Riserva Monprivato Cà d'Morissio,Mascarello Giuseppe e Figlio Barolo Riserva Monprivato Cà d'Morissio 2010,2010,4.6,588,4.7,39,2248.3333333333335,0,Italie
Pignan Châteauneuf-du-Pape Réserve Rouge,Château Rayas Pignan Châteauneuf-du-Pape Réserve Rouge 2004,2004,4.6,1881,4.5,125,1281.6666666666667,0,France
Sorì Tildìn (Barbaresco) Langhe,Gaja Sorì Tildìn (Barbaresco) Langhe 1974,1974,4.6,3955,0.0,12,2165.0,0,Italie
Brunello di Montalcino,Poggio Antico Brunello di Montalcino 1987,1987,4.4,9171,0.0,9,110.0,0,Italie
Sorì Tildìn (Barbaresco) Langhe,Gaja Sorì Tildìn (Barbaresco) Langhe 1985,1985,4.6,3955,4.6,35,1480.0,0,Italie
Le Désir,Verite Le Désir 2013,2013,4.5,1694,4.5,178,659.8666666666666,0,États-Unis
Campo León Amarone della Valpolicella,Ilatium Morini Campo León Amarone della Valpolicella 2013,2013,4.4,7778,4.4,1095,165.0,0,Italie
Costa Russi (Barbaresco) Langhe,Gaja Costa Russi (Barbaresco) Langhe 1982,1982,4.6,2876,4.6,41,1281.6666666666667,0,Italie
Falletto Barolo Le Rocche del Falletto Riserva,Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2008,2008,4.6,622,4.6,75,1025.0,0,Italie
Vürsù Barbaresco Gallina,La Spinetta Vürsù Barbaresco Gallina 2006,2006,4.4,4262,4.4,342,325.0,0,Italie
Vürsù Barbaresco Gallina,La Spinetta Vürsù Barbaresco Gallina 2003,2003,4.4,4262,4.4,186,273.3333333333333,0,Italie
Sancerre 'Clos la Néore',Edmond Vatan Sancerre 'Clos la Néore' 2013,2013,4.4,699,4.5,61,1195.0,0,France
Brut Champagne,Dom Pérignon Brut Champagne 2012,2012,4.6,146377,4.6,6496,530.0,0,France
Brunello di Montalcino Riserva Pian di Conte,Talenti Brunello di Montalcino Riserva Pian di Conte 2012,2012,4.3,1118,4.4,171,138.33333333333334,0,Italie
La Grande Année Brut Champagne,Bollinger La Grande Année Brut Champagne 2012,2012,4.5,24646,4.5,3670,391.6666666666667,0,France
Les Poyeux Saumur Champigny,Clos Rougeard Les Poyeux Saumur Champigny 2009,2009,4.5,2005,4.5,175,940.0,0,France
Reserve,Leonetti Reserve 2007,2007,4.6,1175,4.6,58,441.66666666666663,0,États-Unis
Domus Aurea Cabernet Sauvignon,Quebrada de Macul Domus Aurea Cabernet Sauvignon 2013,2013,4.4,9603,4.4,827,226.33333333333334,0,Chili
Amarone della Valpolicella Classico Riserva,Quintarelli Giuseppe Amarone della Valpolicella Classico Riserva 2011,2011,4.8,587,0.0,15,1395.0,0,Italie
Vin Santo di Montepulciano,Avignonesi Vin Santo di Montepulciano 1992,1992,4.6,773,0.0,11,826.6666666666666,0,Italie
Recioto della Valpolicella Classico Riserva,Quintarelli Giuseppe Recioto della Valpolicella Classico Riserva 1990,1990,4.5,27,0.0,5,1850.0,0,Italie
Sorì San Lorenzo,Gaja Sorì San Lorenzo 1976,1976,4.6,3857,0.0,3,996.6666666666667,0,Italie
Amarone Della Valpolicella Marta Galli,Le Ragose Amarone Della Valpolicella Marta Galli 2008,2008,4.2,1085,4.4,168,133.33333333333334,0,Italie
30 Year Old Tawny Port,Burmester 30 Year Old Tawny Port,N.V.,4.4,602,4.4,602,192.4,0,Portugal
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2012,2012,4.6,38521,4.7,508,1911.7333333333333,0,France
Gran Reserva 890,La Rioja Alta Gran Reserva 890 2010,2010,4.5,11347,4.5,744,265.26666666666665,0,Espagne
Guglielmi di Jago Amarone della Valpolicella Classico,Villa Spinosa Guglielmi di Jago Amarone della Valpolicella Classico 2007,2007,4.4,408,0.0,7,247.46666666666667,0,Italie
Cerretta Barolo Riserva (Vigna Bricco),Elio Altare Cerretta Barolo Riserva (Vigna Bricco) 2009,2009,4.5,2065,4.4,161,328.3333333333333,0,Italie
Pingus,Dominio de Pingus Pingus 2013,2013,4.6,6013,4.6,330,2220.0,0,Espagne
Pian delle Vigne Brunello di Montalcino,Antinori Pian delle Vigne Brunello di Montalcino 2013,2013,4.3,31363,4.4,4163,128.39999999999998,0,Italie
Brunate  Barolo,Roberto Voerzio Brunate  Barolo 1990,1990,4.5,1289,0.0,20,796.6666666666666,0,Italie
Merlot,Leonetti Merlot 2002,2002,4.4,1922,0.0,21,238.33333333333334,0,États-Unis
'Giulio Ferrari' Riserva del Fondatore,Ferrari 'Giulio Ferrari' Riserva del Fondatore 2002,2002,4.6,12592,4.6,1322,655.0,0,Italie
Dolç de L'Obac,Costers del Siurana Dolç de L'Obac 2011,2011,4.4,440,0.0,2,177.14,0,Espagne
Miserere,Costers del Siurana Miserere 2011,2011,4.3,1392,4.5,47,151.3466666666667,0,Espagne
Merlot,Leonetti Merlot 2005,2005,4.4,1922,4.6,44,238.33333333333334,0,États-Unis
Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2010,2010,4.6,73615,4.7,912,1384.8400000000001,1,France
Hommage à Jacques Perrin Châteauneuf-du-Pape,Château de Beaucastel Hommage à Jacques Perrin Châteauneuf-du-Pape 2011,2011,4.5,6121,4.4,433,693.3333333333334,1,France
Platinum,Guido Brivio Platinum 2011,2011,4.3,883,4.4,162,259.8666666666667,0,Suisse
Vosne-Romanée Premier Cru Les Petits Monts,Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Les Petits Monts 2010,2010,4.5,105,0.0,8,11132.0,0,France
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2014,2014,4.6,39283,4.6,531,2333.3333333333335,0,France
Rioja Reserva,Remírez de Ganuza Rioja Reserva 2014,2014,4.4,13544,4.4,996,93.25333333333333,0,Espagne
Almaviva,Almaviva Almaviva 2014,2014,4.6,48075,4.6,3264,293.3333333333333,0,Chili
Vigneto Bellavista Chianti Classico,Castello di Ama Vigneto Bellavista Chianti Classico 2011,2011,4.4,1402,4.5,167,288.3333333333333,0,Italie
Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour Grand Vin Pauillac (Premier Grand Cru Classé) 2013,2013,4.6,38521,4.5,183,1065.3333333333333,0,France
