wine_name,vintage_name,vintage_year,wine_ratings_average,wine_ratings_count,vintage_ratings_average,vintage_rating_count,liter_price_euros,in_top_list,country
Clos Vougeot Grand Cru,Domaine Jacques Prieur Clos Vougeot Grand Cru 2016,2016,4.4,1202,4.5,40,309.26666666666665,0,France
Vigneto Bellavista Chianti Classico,Castello di Ama Vigneto Bellavista Chianti Classico 2016,2016,4.4,1402,4.7,40,253.26666666666665,0,Italie
Fieramonte Amarone della Valpolicella Riserva,Allegrini Fieramonte Amarone della Valpolicella Riserva 2012,2012,4.7,315,4.7,74,613.3333333333333,0,Italie
Cuvée des Cadettes Châteauneuf-du-Pape,Château La Nerthe Cuvée des Cadettes Châteauneuf-du-Pape 2016,2016,4.4,3283,4.5,278,146.6,0,France
Brunello di Montalcino Riserva,Siro Pacenti Brunello di Montalcino Riserva 1990,1990,4.4,351,0.0,6,261.6666666666667,0,Italie
Lodovico,Biserno Lodovico 2016,2016,4.6,3860,4.7,346,1253.3333333333335,0,Italie
Amarone della Valpolicella,Zýmē Amarone della Valpolicella 2016,2016,4.4,2610,4.4,230,134.93333333333334,0,Italie
Pomerol,Château Le Gay Pomerol 2016,2016,4.3,3870,4.6,66,184.89333333333332,0,France
Cuvée Risleus Brut Champagne Premier Cru,Hubert Paulet Cuvée Risleus Brut Champagne Premier Cru 2004,2004,4.4,415,4.4,187,142.0,0,France
Luce Brunello di Montalcino,Tenuta Luce Luce Brunello di Montalcino 2016,2016,4.5,6544,4.5,398,283.3333333333333,0,Italie
Corton-Charlemagne Grand Cru,Louis Lequin Corton-Charlemagne Grand Cru 2014,2014,4.4,164,0.0,24,158.72,0,France
Pedrouzos Godello,Valdesil Pedrouzos Godello 2016,2016,4.5,109,0.0,6,112.63333333333333,0,Espagne
Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',Agrapart & Fils Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' 2016,2016,4.4,1278,0.0,15,312.0,0,France
Brunello di Montalcino Riserva,Siro Pacenti Brunello di Montalcino Riserva 1988,1988,4.4,351,0.0,0,213.33333333333334,0,Italie
Red,Antiyal Red 2016,2016,4.1,1297,4.4,187,79.66666666666666,0,Chili
Pietradonice,Casanova di Neri Pietradonice 2016,2016,4.3,2266,4.4,259,136.16,0,Italie
Brunello di Montalcino,Sesti Brunello di Montalcino 2009,2009,4.3,2592,4.4,241,110.0,0,Italie
Pajè Barbaresco,Roagna Pajè Barbaresco 2013,2013,4.3,1910,4.5,247,441.66666666666663,1,Italie
Amaya Arzuaga (Colección),Arzuaga Amaya Arzuaga (Colección) 2016,2016,4.3,1179,4.5,192,100.0,0,Espagne
Sorì Tildìn (Barbaresco) Langhe,Gaja Sorì Tildìn (Barbaresco) Langhe 2016,2016,4.6,3955,4.6,141,1366.6666666666667,0,Italie
Fieramonte Amarone della Valpolicella Riserva,Allegrini Fieramonte Amarone della Valpolicella Riserva 2015,2015,4.7,315,0.0,7,579.9333333333333,0,Italie
Toscana Bianco,Ornellaia Toscana Bianco 2016,2016,4.5,833,4.5,164,938.3333333333334,0,Italie
Vin de Pays de l'Hérault Blanc,La Grange des Pères Vin de Pays de l'Hérault Blanc 2015,2015,4.6,1209,4.5,160,1281.6666666666667,1,France
Pajè Barbaresco,Roagna Pajè Barbaresco 2012,2012,4.3,1910,4.4,238,370.0,0,Italie
Campo Inferi Amarone della Valpolicella Classico Riserva,Brunelli Campo Inferi Amarone della Valpolicella Classico Riserva 2016,2016,4.6,2112,4.6,142,139.86666666666667,0,Italie
The Mackenzie,Hartenberg The Mackenzie 2016,2016,4.4,1220,4.4,229,70.0,0,Afrique du Sud
Costa Russi (Barbaresco) Langhe,Gaja Costa Russi (Barbaresco) Langhe 2016,2016,4.6,2876,4.6,104,1366.6666666666667,0,Italie
Barolo Bricco Rocche,Ceretto Barolo Bricco Rocche 2016,2016,4.4,2923,4.5,36,484.1666666666667,0,Italie
La Grande Rue Grand Cru Monopole,Domaine Nicole Lamarche (François Lamarche) La Grande Rue Grand Cru Monopole 2016,2016,4.4,1496,4.5,44,1680.0,0,France
Brunello di Montalcino,Salvioni Brunello di Montalcino 2016,2016,4.5,4357,4.5,127,530.0,0,Italie
Barolo Bussia Cicala,Aldo Conterno Barolo Bussia Cicala 2014,2014,4.4,3346,4.4,216,283.3333333333333,0,Italie
Il 'Divasco' Riserva,La Rasina Il 'Divasco' Riserva 2001,2001,4.4,255,0.0,3,175.0,0,Italie
Clos des Lambrays Grand Cru,Domaine des Lambrays Clos des Lambrays Grand Cru 2016,2016,4.4,6431,4.5,235,911.6666666666666,0,France
Cresasso Corvina Veronese,Zenato Cresasso Corvina Veronese 2016,2016,4.2,2333,4.4,172,51.93333333333334,0,Italie
Grands-Échezeaux Grand Cru,Georges Noëllat Grands-Échezeaux Grand Cru 2016,2016,4.4,544,4.6,26,1623.3333333333333,0,France
Kevin Arnold Shiraz,Waterford Estate Kevin Arnold Shiraz 2016,2016,4.2,6987,4.4,466,35.86666666666667,0,Afrique du Sud
Brunello di Montalcino Riserva,Poggio di Sotto Brunello di Montalcino Riserva 2016,2016,4.6,1589,4.7,57,930.0,0,Italie
Clos de Vougeot Grand Cru,Clos Frantin Clos de Vougeot Grand Cru 2015,2015,4.3,467,4.5,28,306.5333333333333,0,France
Lupi e Sirene Riserva,Podere le Ripi Lupi e Sirene Riserva 2016,2016,4.5,1292,4.5,160,162.53333333333333,0,Italie
Lot 1,Titus Lot 1 2014,2014,4.4,226,4.7,28,126.66666666666667,0,États-Unis
Per Sempre Syrah Toscana,Tua Rita Per Sempre Syrah Toscana 2012,2012,4.5,711,4.5,83,450.0,0,Italie
Mazis-Chambertin Grand Cru,Domaine Tortochot Mazis-Chambertin Grand Cru 2004,2004,4.4,433,0.0,10,445.66666666666663,0,France
Historical XIXth Century Wine,Chateau Palmer Historical XIXth Century Wine 2016,2016,4.4,807,4.6,35,453.3333333333333,0,France
Brunello di Montalcino Riserva,Collosorbo Brunello di Montalcino Riserva 2015,2015,4.4,437,0.0,6,107.26666666666668,0,Italie
Nuits-Saint-Georges 1er Cru 'Clos des Corvées',Domaine Prieuré Roch Nuits-Saint-Georges 1er Cru 'Clos des Corvées' 2016,2016,4.4,1245,0.0,9,2135.0,0,France
La Ricolma,San Giusto a Rentennano La Ricolma 2016,2016,4.2,1525,4.5,74,1110.0,0,Italie
Annonciade Champagne,Paul Bara Annonciade Champagne 2006,2006,4.3,137,4.5,32,308.40000000000003,0,France
Croce Del Gal Riserva Amarone della Valpolicella Classico,Benedetti Croce Del Gal Riserva Amarone della Valpolicella Classico 2011,2011,4.6,188,0.0,13,89.86666666666667,0,Italie
Gallina Barbaresco,Piero Busso Gallina Barbaresco 2016,2016,4.4,1017,4.5,85,235.83333333333334,0,Italie
Scharzhofberger Riesling Eiswein,Egon Müller - Scharzhof Scharzhofberger Riesling Eiswein 2016,2016,4.7,30,0.0,2,5976.666666666667,0,Allemagne
Chardonnay,Capensis Chardonnay 2016,2016,4.4,1031,4.5,118,102.66666666666667,0,Afrique du Sud
Cuvée Extase Blanc de Blancs Champagne Grand Cru,Marguerite Guyot Cuvée Extase Blanc de Blancs Champagne Grand Cru 2004,2004,4.2,231,4.5,40,361.6666666666667,0,France
Cěrǎsum Riserva Amarone della Valpolicella,Casa Vinicola Bennati Cěrǎsum Riserva Amarone della Valpolicella 2013,2013,4.4,460,0.0,18,89.0,0,Italie
Vieux Marc de Bandol,Château de Pibarnon Vieux Marc de Bandol 1990,1990,4.5,102,0.0,2,185.0,0,France
Barolo Riserva Cannubi 1752,Damilano Barolo Riserva Cannubi 1752 2015,2015,4.5,451,0.0,15,253.2,0,Italie
Corton-Charlemagne Grand Cru,Bonneau du Martray Corton-Charlemagne Grand Cru 2016,2016,4.4,10296,4.6,325,1081.6666666666667,0,France
Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon,Hospices de Beaune Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon 2016,2016,4.4,1016,4.7,32,806.6666666666666,0,France
Vosne-Romanée Premier Cru Aux Reignots,Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Aux Reignots 2016,2016,4.6,645,4.5,31,7018.0,0,France
Chambertin Grand Cru,Domaine Trapet Chambertin Grand Cru 2016,2016,4.4,2542,4.7,31,1366.6666666666667,0,France
Mazis-Chambertin Grand Cru,Domaine Faiveley Mazis-Chambertin Grand Cru 2016,2016,4.4,1121,4.6,40,286.6666666666667,0,France
Adrianna Vineyard Mundus Bacillus Terrae Malbec,Catena Zapata Adrianna Vineyard Mundus Bacillus Terrae Malbec 2016,2016,4.6,1358,4.5,139,332.0,0,Argentine
Vin de Paille,Jean Bourdy Vin de Paille 2015,2015,4.5,35,0.0,7,149.86666666666667,0,France
Millecento Brunello di Montalcino Riserva,Castiglion del Bosco Millecento Brunello di Montalcino Riserva 2016,2016,4.6,1364,4.5,104,261.26666666666665,0,Italie
Gabbro Toscana,Montepeloso Gabbro Toscana 2016,2016,4.4,921,4.5,33,119.93333333333334,0,Italie
60 Sessantanni Old Vines Primitivo di Manduria,San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,2017,4.5,94289,4.5,17090,42.63333333333333,1,Italie
60 Sessantanni Old Vines Primitivo di Manduria,San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,2017,4.5,94289,4.5,17090,42.63333333333333,1,Italie
60 Sessantanni Old Vines Primitivo di Manduria,San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,2017,4.5,94289,4.5,17090,42.63333333333333,1,Italie
Pian delle Vigne Brunello di Montalcino,Antinori Pian delle Vigne Brunello di Montalcino 2017,2017,4.3,31363,4.4,1714,77.32,0,Italie
Opus One,Opus One Opus One 2017,2017,4.6,77053,4.7,2722,713.3333333333334,0,États-Unis
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2017,2017,4.6,39283,4.5,299,1166.6666666666667,0,France
Sassicaia,Tenuta San Guido Sassicaia 2017,2017,4.6,107646,4.6,5025,598.4000000000001,0,Italie
Toscana,Masseto Toscana 2017,2017,4.7,16284,4.7,480,1460.0,0,Italie
Grands-Échézeaux Grande Cuvée Vieilles Vignes,Dominique Laurent Grands-Échézeaux Grande Cuvée Vieilles Vignes 2014,2014,4.4,449,4.5,43,740.0,0,France
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,4.6,28198,4.7,91,1266.6666666666665,0,France
Amarone della Valpolicella Classico,Zenato Amarone della Valpolicella Classico 2017,2017,4.4,48329,4.4,3465,69.2,1,Italie
Amarone della Valpolicella Classico,Zenato Amarone della Valpolicella Classico 2017,2017,4.4,48329,4.4,3465,69.2,1,Italie
Amarone della Valpolicella Classico,Bussola Amarone della Valpolicella Classico 2017,2017,4.5,6669,4.5,145,118.33333333333333,0,Italie
Brunello di Montalcino,Casanova di Neri Brunello di Montalcino 2017,2017,4.4,25989,4.4,1240,97.34666666666668,0,Italie
Tignanello,Antinori Tignanello 2017,2017,4.5,142513,4.6,8548,413.3333333333333,0,Italie
Bolgheri Superiore,Ornellaia Bolgheri Superiore 2017,2017,4.6,47939,4.6,1572,300.0,0,Italie
Pomerol,Vieux Château Certan Pomerol 2017,2017,4.4,10374,4.5,83,346.50666666666666,0,France
Galatrona,Petrolo Galatrona 2017,2017,4.3,7971,4.4,457,133.26666666666668,0,Italie
Grange,Penfolds Grange 2017,2017,4.7,24356,4.6,212,1600.0,0,Australie
Toro,Pintia Toro 2017,2017,4.4,60705,4.5,2883,83.86666666666666,0,Espagne
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,4.6,6637,4.7,43,1207.4,0,France
Alexander Valley Cabernet Sauvignon,Silver Oak Alexander Valley Cabernet Sauvignon 2017,2017,4.4,46066,4.5,3609,183.33333333333331,0,États-Unis
Sperss Barolo,Gaja Sperss Barolo 2017,2017,4.6,10950,4.5,109,626.6666666666667,0,Italie
Aconcagua Valley,Sena Aconcagua Valley 2017,2017,4.5,18482,4.4,794,166.12,0,Chili
Red,Viñedo Chadwick Red 2017,2017,4.6,4933,4.5,145,482.48,0,Chili
Sauternes,Château d'Yquem Sauternes 2017,2017,4.7,44126,4.8,334,1110.0,0,France
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2017,2017,4.4,2678,4.5,61,1281.6666666666667,0,France
Lodovico,Biserno Lodovico 2017,2017,4.6,3860,4.7,281,713.3333333333334,0,Italie
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,4.6,22896,4.5,175,518.6666666666667,0,France
L'Apparita,Castello di Ama L'Apparita 2017,2017,4.4,3836,4.5,107,266.6,0,Italie
Tenuta Tignanello 'Solaia',Antinori Tenuta Tignanello 'Solaia' 2017,2017,4.6,33143,4.7,1124,790.0,0,Italie
Special Selection Cabernet Sauvignon,Caymus Special Selection Cabernet Sauvignon 2017,2017,4.7,41236,4.7,1890,295.3333333333333,0,États-Unis
Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2017,2017,4.5,29026,4.5,190,433.33333333333337,0,France
Pomerol,Château Trotanoy Pomerol 2017,2017,4.4,7221,4.5,58,711.6666666666666,0,France
Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2017,2017,4.6,73615,4.6,632,926.6666666666666,0,France
Cos d'Estournel,Cos d'Estournel Cos d'Estournel 2017,2017,4.4,43704,4.4,349,279.93333333333334,0,France
Saint-Estèphe (Grand Cru Classé),Château Montrose Saint-Estèphe (Grand Cru Classé) 2017,2017,4.3,35624,4.4,231,239.93333333333334,0,France
Macán,Benjamin de Rothschild - Vega Sicilia Macán 2017,2017,4.4,14368,4.5,438,218.4,0,Espagne
Campo León Amarone della Valpolicella,Ilatium Morini Campo León Amarone della Valpolicella 2017,2017,4.4,7778,4.4,229,52.4,0,Italie
Fanòi Primitivo,Cantele Fanòi Primitivo 2017,2017,4.4,695,4.5,67,58.0,0,Italie
Madonna delle Grazie Brunello di Montalcino,Il Marroneto Madonna delle Grazie Brunello di Montalcino 2017,2017,4.5,2747,4.6,123,466.6666666666667,0,Italie
Clos Apalta,Clos Apalta Clos Apalta 2017,2017,4.6,23256,4.6,856,333.26666666666665,0,Chili
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2017,2017,4.6,39605,4.6,275,1020.0,0,France
Ares,Two Hands Ares 2017,2017,4.4,1995,4.5,168,265.06666666666666,0,Australie
Pieve Santa Restituta Brunello di Montalcino,Gaja Pieve Santa Restituta Brunello di Montalcino 2017,2017,4.4,21867,4.4,606,158.39999999999998,0,Italie
Pauillac (Grand Cru Classé),Château Pichon Baron Pauillac (Grand Cru Classé) 2017,2017,4.4,37460,4.4,366,226.6,0,France
Barón de Chirel Rioja Reserva,Marqués de Riscal Barón de Chirel Rioja Reserva 2017,2017,4.4,8578,4.5,436,184.37333333333333,0,Espagne
5 Stelle Sfursat,Nino Negri 5 Stelle Sfursat 2017,2017,4.5,10740,4.5,541,176.66666666666666,0,Italie
Ribera del Duero Reserva,Matarromera Ribera del Duero Reserva 2017,2017,4.3,37394,4.4,4616,66.60000000000001,0,Espagne
Vin de Pays de l'Hérault,La Grange des Pères Vin de Pays de l'Hérault 2017,2017,4.5,8933,4.7,177,911.6666666666666,0,France
Saint-Julien (Grand Cru Classé),Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2017,2017,4.4,29317,4.5,247,428.33333333333337,0,France
Isosceles,Justin Isosceles 2017,2017,4.5,18920,4.5,1490,104.22666666666667,0,États-Unis
Pessac-Léognan (Grand Cru Classé de Graves),Château La Mission Haut-Brion Pessac-Léognan (Grand Cru Classé de Graves) 2017,2017,4.5,15975,4.5,103,1101.0666666666666,0,France
Bolgheri Superiore,Grattamacco Bolgheri Superiore 2017,2017,4.3,14242,4.4,1114,203.33333333333334,0,Italie
VIK,Viña Vik Winery VIK 2017,2017,4.6,8493,4.5,118,181.26666666666665,0,Chili
Gallina Barbaresco,Piero Busso Gallina Barbaresco 2017,2017,4.4,1017,4.5,66,180.0,0,Italie
Chapelle d'Ausone Saint-Émilion Grand Cru,Château Ausone Chapelle d'Ausone Saint-Émilion Grand Cru 2017,2017,4.4,1086,0.0,12,299.37333333333333,0,France
Campo del Titari Amarone della Valpolicella Classico Riserva,Brunelli Campo del Titari Amarone della Valpolicella Classico Riserva 2017,2017,4.6,2946,4.6,27,102.0,0,Italie
Falletto Barolo Le Rocche del Falletto Riserva,Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2017,2017,4.6,622,0.0,4,1200.0,0,Italie
Barolo Monprivato,Mascarello Giuseppe e Figlio Barolo Monprivato 2017,2017,4.4,6966,4.5,132,332.0,0,Italie
Margaux (Grand Cru Classé),Château d'Issan Margaux (Grand Cru Classé) 2017,2017,4.2,15699,4.4,438,88.25333333333333,0,France
Brunello di Montalcino,Poggio di Sotto Brunello di Montalcino 2017,2017,4.5,7883,4.5,184,345.3333333333333,0,Italie
Domaine des Tourettes Hermitage Rouge,Delas Domaine des Tourettes Hermitage Rouge 2017,2017,4.3,3806,4.4,212,73.0,0,France
Tenuta Guado al Tasso Matarocchio,Antinori Tenuta Guado al Tasso Matarocchio 2017,2017,4.6,1875,4.7,76,968.3333333333334,0,Italie
Beaune 1er Cru 'Clos des Mouches' Blanc,Joseph Drouhin Beaune 1er Cru 'Clos des Mouches' Blanc 2017,2017,4.4,3093,4.5,380,212.66666666666666,0,France
Montrachet Grand Cru Marquis de Laguiche,Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2017,2017,4.6,1970,4.8,137,1082.4,0,France
Amarone della Valpolicella Classico Riserva (Sergio Zenato),Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2017,2017,4.5,9963,4.6,32,145.73333333333332,0,Italie
Gorgona,Frescobaldi Gorgona 2017,2017,4.4,592,4.5,88,212.0,0,Italie
Côte-Rôtie La Turque,E. Guigal Côte-Rôtie La Turque 2017,2017,4.6,4891,4.6,78,500.0,0,France
Barolo Monvigliero,Comm. G.B. Burlotto Barolo Monvigliero 2016,2016,4.3,2758,4.5,148,1565.0,0,Italie
Flaccianello della Pieve,Fontodi Flaccianello della Pieve 2017,2017,4.5,21518,4.5,900,199.93333333333334,0,Italie
Il Pino di Biserno,Biserno Il Pino di Biserno 2017,2017,4.3,17566,4.4,1745,120.0,0,Italie
Chassagne-Montrachet 1er Cru 'Morgeot',Maison Leroy Chassagne-Montrachet 1er Cru 'Morgeot' 1993,1993,4.4,283,0.0,3,14058.333333333334,0,France
Barbaresco Asili,Ceretto Barbaresco Asili 2004,2004,4.4,710,0.0,22,365.0,0,Italie
Côte-Rôtie La Landonne,E. Guigal Côte-Rôtie La Landonne 2017,2017,4.6,4068,4.6,54,500.0,0,France
Barolo Enrico VI,Cordero di Montezemolo Barolo Enrico VI 2017,2017,4.4,3107,4.4,167,221.66666666666669,0,Italie
Barolo Ginestra Casa Maté,Elio Grasso Barolo Ginestra Casa Maté 2017,2017,4.4,4116,4.4,191,131.33333333333334,0,Italie
El Carretil,Artadi El Carretil 2017,2017,4.5,748,4.6,45,340.0,0,Espagne
Gran Buig Priorat,Mas d'en Gil Gran Buig Priorat 2016,2016,4.6,125,0.0,8,480.93333333333334,0,Espagne
Aszú 6 puttonyos,Royal Tokaji Aszú 6 puttonyos 2017,2017,4.5,2450,4.4,218,113.06666666666666,0,Hongrie
5 Puttonyos Aszú (Blue Label),Royal Tokaji 5 Puttonyos Aszú (Blue Label) 2017,2017,4.4,11106,4.4,668,74.80000000000001,0,Hongrie
Rocche di Castiglione Barolo,Brovia Rocche di Castiglione Barolo 2017,2017,4.3,2397,4.4,213,225.0,0,Italie
Continuum Estate,Continuum Continuum Estate 2017,2017,4.6,6949,4.7,303,398.6666666666667,0,États-Unis
Quarz Sauvignon,Terlan (Terlano) Quarz Sauvignon 2017,2017,4.4,8884,4.4,832,141.66666666666666,0,Italie
Falletto Barolo Le Rocche del Falletto,Bruno Giacosa Falletto Barolo Le Rocche del Falletto 2015,2015,4.5,1883,4.5,123,428.33333333333337,0,Italie
Félix Callejo (Viñedos de la Familia),Callejo Félix Callejo (Viñedos de la Familia) 2016,2016,4.3,1341,4.5,48,240.66666666666666,0,Espagne
Roda I Reserva Rioja,Bodegas Roda Roda I Reserva Rioja 2017,2017,4.4,22749,4.4,1212,79.93333333333334,0,Espagne
Amarone della Valpolicella,Zýmē Amarone della Valpolicella 2017,2017,4.4,2610,4.5,86,160.02666666666664,0,Italie
Viña El Pison,Artadi Viña El Pison 2017,2017,4.6,3027,4.6,59,600.0,0,Espagne
Corton Grand Cru 'Clos Rognet',Méo-Camuzet Corton Grand Cru 'Clos Rognet' 2017,2017,4.4,543,0.0,10,500.0,0,France
Barolo Cerretta,Giacomo Conterno Barolo Cerretta 2015,2015,4.6,684,4.6,68,640.8333333333334,0,Italie
Siepi,Mazzei Siepi 2017,2017,4.4,8129,4.4,513,104.0,0,Italie
Relentless,Shafer Relentless 2017,2017,4.5,6633,4.4,382,165.26666666666668,0,États-Unis
Châteauneuf-du-Pape Chaupin,Domaine de la Janasse Châteauneuf-du-Pape Chaupin 2017,2017,4.2,4483,4.4,283,90.66666666666667,0,France
Barrosu Cannonau di Sardegna Riserva Franzisca,Giovanni Montisci Barrosu Cannonau di Sardegna Riserva Franzisca 2017,2017,4.4,794,4.5,83,141.20000000000002,0,Italie
Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,Château de la Gardine Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe 2017,2017,4.4,2077,4.5,134,133.53333333333333,0,France
Barolo Cascina Francia,Giacomo Conterno Barolo Cascina Francia 2017,2017,4.5,6045,4.6,176,626.6666666666667,0,Italie
Cerretta Barolo Riserva (Vigna Bricco),Elio Altare Cerretta Barolo Riserva (Vigna Bricco) 2015,2015,4.5,2065,4.5,76,203.29999999999998,0,Italie
Arborina Barolo,Elio Altare Arborina Barolo 2017,2017,4.4,2527,4.5,100,173.79999999999998,0,Italie
Barolo Monvigliero,Comm. G.B. Burlotto Barolo Monvigliero 2017,2017,4.3,2758,4.5,95,740.0,0,Italie
Lagrein Riserva Porphyr,Terlan (Terlano) Lagrein Riserva Porphyr 2017,2017,4.4,5123,4.4,473,206.66666666666666,0,Italie
Saint-Émilion Grand Cru,Château Tertre Roteboeuf Saint-Émilion Grand Cru 2017,2017,4.6,5390,4.6,119,299.4,0,France
Aphrodite,Two Hands Aphrodite 2017,2017,4.4,367,0.0,12,248.4,0,Australie
Musigny Grand Cru (Cuveé Vieilles Vignes),Domaine Comte Georges de Vogüé Musigny Grand Cru (Cuveé Vieilles Vignes) 2017,2017,4.6,3533,4.7,145,2050.0,0,France
Capellanía Reserva,Marqués de Murrieta Capellanía Reserva 2017,2017,4.1,7314,4.4,324,86.53333333333333,0,Espagne
Howell Mountain Cabernet Sauvignon,Dunn Howell Mountain Cabernet Sauvignon 2017,2017,4.5,6466,4.6,235,393.3333333333333,0,États-Unis
Côte-Rôtie La Mouline,E. Guigal Côte-Rôtie La Mouline 2017,2017,4.6,4380,4.6,38,500.0,0,France
Toscana I Sodi di San Niccolo,Castellare Toscana I Sodi di San Niccolo 2017,2017,4.4,8853,4.4,622,141.66666666666666,0,Italie
Ice Wine de Purcari,Château Purcari Ice Wine de Purcari 2017,2017,4.5,722,4.6,87,88.45333333333335,0,Moldavie
Barolo Sorì Ginestra,Conterno Fantino Barolo Sorì Ginestra 2017,2017,4.3,4827,4.5,156,163.33333333333334,0,Italie
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,Joseph Drouhin Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche  2017,2017,4.5,1640,4.5,243,170.4,0,France
Falletto Barolo Le Rocche del Falletto Riserva,Bruno Giacosa Falletto Barolo Le Rocche del Falletto Riserva 2016,2016,4.6,622,0.0,23,1480.0,0,Italie
Percarlo,San Giusto a Rentennano Percarlo 2017,2017,4.3,4808,4.5,164,213.33333333333334,0,Italie
Vénus Blanc de Blancs Brut Nature Champagne Grand Cru 'Avize',Agrapart & Fils Vénus Blanc de Blancs Brut Nature Champagne Grand Cru 'Avize' 2016,2016,4.4,794,0.0,5,489.0666666666667,0,France
Pur Sang,Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2017,2017,4.3,3634,4.4,317,185.33333333333331,0,France
Tenuta Nuova Brunello di Montalcino,Casanova di Neri Tenuta Nuova Brunello di Montalcino 2017,2017,4.5,20934,4.5,457,161.33333333333331,0,Italie
Rapture Cabernet Sauvignon,Michael David Winery Rapture Cabernet Sauvignon 2017,2017,4.3,2117,4.4,224,141.33333333333334,0,États-Unis
Monte Bello,Ridge Vineyards Monte Bello 2017,2017,4.5,11978,4.5,226,768.3333333333333,0,États-Unis
Bâtard-Montrachet Grand Cru,Jean-Claude Ramonet Bâtard-Montrachet Grand Cru 2016,2016,4.6,1191,4.7,30,2733.3333333333335,0,France
Saperavi,Gitana Saperavi 2017,2017,4.4,4745,4.4,788,31.180000000000003,0,Moldavie
Vosne-Romanée Premier Cru Aux Reignots,Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Aux Reignots 2015,2015,4.6,645,4.5,28,7018.0,0,France
Grands-Echezeaux Grand Cru,Joseph Drouhin Grands-Echezeaux Grand Cru 2017,2017,4.4,700,0.0,21,793.3333333333334,0,France
Bienvenues-Bâtard-Montrachet Grand Cru,Domaine Faiveley Bienvenues-Bâtard-Montrachet Grand Cru 2016,2016,4.5,480,0.0,16,393.3333333333333,0,France
Lupi Rezerva,Gitana Lupi Rezerva 2017,2017,4.5,7604,4.6,1155,48.73333333333333,1,Moldavie
Lupi Rezerva,Gitana Lupi Rezerva 2017,2017,4.5,7604,4.6,1155,48.73333333333333,1,Moldavie
The Laird,Torbreck The Laird 2017,2017,4.7,627,0.0,13,1565.0,0,Australie
Tokaji Aszú 5 Puttonyos,Gróf Degenfeld Tokaji Aszú 5 Puttonyos 2016,2016,4.3,649,4.4,144,63.81333333333333,0,Hongrie
Brunello di Montalcino,Giodo Brunello di Montalcino 2015,2015,4.5,1365,4.5,225,193.26666666666665,0,Italie
Brunello di Montalcino,Giodo Brunello di Montalcino 2016,2016,4.5,1365,4.5,192,325.0,0,Italie
Series M,Vilafonté Series M 2017,2017,4.4,2995,4.5,216,64.0,0,Afrique du Sud
Gold Series Syrah,Lillian Gold Series Syrah 2016,2016,4.4,477,0.0,22,140.06666666666666,0,États-Unis
Bassolino di Sopra Brunello di Montalcino,Pian dell'Orino Bassolino di Sopra Brunello di Montalcino 2007,2007,4.6,174,4.5,29,313.33333333333337,0,Italie
Bolgheri Superiore Sondraia,Poggio Al Tesoro Bolgheri Superiore Sondraia 2017,2017,4.2,12843,4.4,1044,121.73333333333333,0,Italie
Piovesole Amarone della Valpolicella Classico,Eleva Piovesole Amarone della Valpolicella Classico 2017,2017,4.3,868,4.5,42,86.26666666666667,0,Italie
Brunello di Montalcino  Montosoli,Altesino Brunello di Montalcino  Montosoli 2017,2017,4.4,6176,4.4,149,97.13333333333333,0,Italie
La Landonne Côte-Rôtie,Jean-Michel Gerin La Landonne Côte-Rôtie 2017,2017,4.5,584,0.0,16,488.6666666666667,0,France
