wine_name,vintage_name,vintage_year,wine_ratings_average,wine_ratings_count,vintage_ratings_average,vintage_rating_count,liter_price_euros,in_top_list,country,popularity_score,value_for_money,popularity_rank,value_rank,combined_rank
Montepulciano d'Abruzzo,Valentini Montepulciano d'Abruzzo 2006,2006,4.4,1398,4.4,189,825.0,0,Italie,31.868310860292528,0.005333333333333334,1455.0,1564.0,1509.5
Blanc de Blancs Brut Champagne Grand Cru,Billecart-Salmon Blanc de Blancs Brut Champagne Grand Cru,N.V.,4.4,5553,4.4,5553,123.93333333333334,0,France,37.937211845463075,0.03550295857988166,918.0,324.0,621.0
Tenuta Guado al Tasso Bolgheri Superiore,Antinori Tenuta Guado al Tasso Bolgheri Superiore 1998,1998,4.5,33392,4.4,415,355.8333333333333,0,Italie,46.87232233192641,0.012646370023419205,252.0,1003.0,627.5
Conteisa Langhe,Gaja Conteisa Langhe 2009,2009,4.5,2295,4.5,157,318.66666666666663,0,Italie,34.823196551225905,0.014121338912133893,1218.0,916.0,1067.0
Castillo Ygay Gran Reserva Especial Tinto,Marqués de Murrieta Castillo Ygay Gran Reserva Especial Tinto 2011,2011,4.5,23170,4.6,767,313.33333333333337,0,Espagne,45.227761278418896,0.014361702127659573,369.0,898.0,633.5
Cuvée Annamaria Clementi (Extra Brut),Ca' del Bosco Cuvée Annamaria Clementi (Extra Brut) 2004,2004,4.5,7928,4.5,478,283.3333333333333,0,Italie,40.40170234204421,0.015882352941176472,666.0,822.0,744.0
Unico,Vega Sicilia Unico 2012,2012,4.7,45140,4.7,675,546.6666666666666,0,Espagne,50.37236303674618,0.008597560975609757,72.0,1249.0,660.5
Carruades de Lafite Pauillac,Château Lafite Rothschild Carruades de Lafite Pauillac 1990,1990,4.4,13866,4.6,294,826.3333333333334,0,France,41.96365834981072,0.005324727712787415,565.0,1572.0,1068.5
Vintage,Krug Vintage 1996,1996,4.6,16918,4.7,915,1965.0,1,France,44.78621374517421,0.002340966921119593,397.0,1928.0,1162.5
Harimann Montepulciano d'Abruzzo,Pasetti Harimann Montepulciano d'Abruzzo 2001,2001,4.4,1086,0.0,18,78.33333333333334,0,Italie,30.757128602173076,0.05617021276595745,1506.0,142.0,824.0
'Giulio Ferrari' Riserva del Fondatore,Ferrari 'Giulio Ferrari' Riserva del Fondatore 2001,2001,4.6,12592,4.6,1038,711.6666666666666,0,Italie,43.42775806502305,0.0064637002341920375,472.0,1454.0,963.0
Barolo Riserva,Borgogno Barolo Riserva 1982,1982,4.3,12663,4.6,561,626.6666666666667,1,Italie,40.619690428137616,0.006861702127659573,646.0,1427.0,1036.5
Barolo Riserva,Borgogno Barolo Riserva 1982,1982,4.3,12663,4.6,561,626.6666666666667,1,Italie,40.619690428137616,0.006861702127659573,646.0,1427.0,1036.5
Barolo Riserva,Borgogno Barolo Riserva 1982,1982,4.3,12663,4.6,561,626.6666666666667,1,Italie,40.619690428137616,0.006861702127659573,646.0,1427.0,1036.5
Grand Siècle Champagne (Grande Cuvée),Laurent-Perrier Grand Siècle Champagne (Grande Cuvée),N.V.,4.5,9824,4.5,9824,244.9333333333333,1,France,41.366626426741156,0.018372346216657596,598.0,722.0,660.0
Grand Siècle Champagne (Grande Cuvée),Laurent-Perrier Grand Siècle Champagne (Grande Cuvée),N.V.,4.5,9824,4.5,9824,244.9333333333333,1,France,41.366626426741156,0.018372346216657596,598.0,722.0,660.0
Barbaresco,Gaja Barbaresco 2009,2009,4.5,24516,4.6,777,697.5,0,Italie,45.4818656007253,0.0064516129032258064,341.0,1461.0,901.0
Bolgheri Superiore,Ornellaia Bolgheri Superiore 2009,2009,4.6,47939,4.6,2633,626.6666666666667,0,Italie,49.577349382470814,0.007340425531914893,91.0,1368.0,729.5
Cuvée Madame Barsac,Château Coutet Cuvée Madame Barsac 1989,1989,4.5,94,0.0,10,524.6666666666666,0,France,20.444826520215017,0.008576874205844982,2036.0,1250.0,1643.0
Vin Santo di Montepulciano,Avignonesi Vin Santo di Montepulciano 1989,1989,4.6,773,0.0,8,883.3333333333333,0,Italie,30.59128362350214,0.005207547169811321,1517.0,1577.0,1547.0
L'Apparita,Castello di Ama L'Apparita 2010,2010,4.4,3836,4.5,256,530.0,0,Italie,36.30961591841465,0.00830188679245283,1064.0,1269.0,1166.5
Saint-Émilion Grand Cru,Château Tertre Roteboeuf Saint-Émilion Grand Cru 1998,1998,4.6,5390,4.5,182,626.6666666666667,0,France,39.52458305395399,0.007340425531914893,738.0,1368.0,1053.0
Clos des Lambrays Grand Cru,Domaine des Lambrays Clos des Lambrays Grand Cru 2010,2010,4.4,6431,4.5,294,1110.0,0,France,38.583095434993396,0.003963963963963964,826.0,1738.0,1282.0
Sassicaia,Tenuta San Guido Sassicaia 1979,1979,4.6,107646,4.7,109,1565.0,0,Italie,53.29837538537822,0.002939297124600639,23.0,1872.0,947.5
Sorì San Lorenzo,Gaja Sorì San Lorenzo 2003,2003,4.6,3857,4.7,141,796.6666666666666,0,Italie,37.98516680775785,0.005774058577405858,910.0,1515.0,1212.5
Pomerol,Château Trotanoy Pomerol 2009,2009,4.4,7221,4.5,225,825.0,0,France,39.092894396385205,0.005333333333333334,775.0,1564.0,1169.5
Vin de Pays de l'Hérault,La Grange des Pères Vin de Pays de l'Hérault 2011,2011,4.5,8933,4.6,863,911.6666666666666,1,France,40.93878403665828,0.004936014625228519,622.0,1603.0,1112.5
Brunello di Montalcino Riserva,Biondi-Santi Brunello di Montalcino Riserva 1988,1988,4.6,3375,4.7,39,1395.0,0,Italie,37.37109277521049,0.003297491039426523,957.0,1826.0,1391.5
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2010,2010,4.6,39283,4.5,711,1841.9733333333331,0,France,48.66131681776812,0.0024973217129455366,166.0,1917.0,1041.5
Châteauneuf-du-Pape,Château Rayas Châteauneuf-du-Pape 2001,2001,4.7,7544,4.7,697,4526.666666666666,1,France,41.96398677427248,0.0010382916053019147,554.0,2071.0,1312.5
Châteauneuf-du-Pape,Château Rayas Châteauneuf-du-Pape 2001,2001,4.7,7544,4.7,697,4526.666666666666,1,France,41.96398677427248,0.0010382916053019147,554.0,2071.0,1312.5
Sperss Barolo,Gaja Sperss Barolo 1995,1995,4.6,10950,4.6,211,655.0,0,Italie,42.78503578212537,0.007022900763358778,498.0,1404.0,951.0
Romanée-Saint-Vivant Grand Cru (Marey-Monge),Domaine de La Romanée-Conti Romanée-Saint-Vivant Grand Cru (Marey-Monge) 1999,1999,4.7,6597,4.7,183,13623.333333333334,0,France,41.333540312347495,0.00034499632982627846,600.0,2102.0,1351.0
Vin Santo di Montepulciano,Avignonesi Vin Santo di Montepulciano 1994,1994,4.6,773,0.0,11,766.6666666666667,0,Italie,30.59128362350214,0.005999999999999999,1517.0,1497.0,1507.0
Barolo Cascina Francia,Giacomo Conterno Barolo Cascina Francia 2010,2010,4.5,6045,4.5,183,996.6666666666669,0,Italie,39.18144043372001,0.00451505016722408,760.0,1665.0,1212.5
Châteauneuf-du-Pape,Château Rayas Châteauneuf-du-Pape 2000,2000,4.7,7544,4.6,476,4355.0,0,France,41.96398677427248,0.001079219288174512,554.0,2063.0,1308.5
Collection,Krug Collection 1989,1989,4.7,2184,4.7,184,2988.333333333333,0,France,36.13789268326454,0.0015727830451756834,1087.0,2025.0,1556.0
Bolgheri Superiore,Ornellaia Bolgheri Superiore 2011,2011,4.6,47939,4.6,3168,655.0,0,Italie,49.577349382470814,0.007022900763358778,91.0,1404.0,747.5
Bolgheri Superiore,Ornellaia Bolgheri Superiore 2002,2002,4.6,47939,4.6,769,480.0,0,Italie,49.577349382470814,0.009583333333333333,91.0,1183.0,637.0
Charmes-Chambertin Grand Cru,Dugat-Py Charmes-Chambertin Grand Cru 2006,2006,4.4,709,4.6,28,1366.6666666666667,0,France,28.880964316741363,0.0032195121951219515,1661.0,1843.0,1752.0
Brut Champagne,Dom Pérignon Brut Champagne 2004,2004,4.6,146377,4.6,14650,613.3333333333333,0,France,54.71212751597372,0.007500000000000001,2.0,1357.0,679.5
Opus One,Opus One Opus One 2012,2012,4.6,77053,4.6,7035,606.8933333333334,0,États-Unis,51.760344368432925,0.007579585649317835,48.0,1351.0,699.5
Cristal Brut Champagne (Millésimé),Louis Roederer Cristal Brut Champagne (Millésimé) 2009,2009,4.6,42456,4.6,5816,643.3333333333333,0,France,49.01862821273556,0.007150259067357514,134.0,1399.0,766.5
Messorio,Le Macchiole Messorio 2009,2009,4.5,5514,4.5,355,560.0,0,Italie,38.76770516212684,0.008035714285714285,804.0,1299.0,1051.5
Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2012,2012,4.5,29026,4.5,622,600.0,0,France,46.24176266563639,0.0075,276.0,1358.0,817.0
Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2010,2010,4.5,29026,4.6,699,1110.0,1,France,46.24176266563639,0.004054054054054054,276.0,1734.0,1005.0
Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2010,2010,4.5,29026,4.6,699,1110.0,1,France,46.24176266563639,0.004054054054054054,276.0,1734.0,1005.0
Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2011,2011,4.5,29026,4.5,577,626.6666666666667,0,France,46.24176266563639,0.007180851063829786,276.0,1380.0,828.0
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1996,1996,4.6,47939,4.6,521,480.0,0,Italie,49.577349382470814,0.009583333333333333,91.0,1183.0,637.0
Tignanello,Antinori Tignanello 2012,2012,4.5,142513,4.5,10470,441.6666666666666,0,Italie,53.402348261699956,0.01018867924528302,7.0,1132.0,569.5
Clos du Mesnil,Krug Clos du Mesnil 2000,2000,4.7,2471,4.8,333,4128.333333333333,1,France,36.718177568146466,0.0011384739604360114,1025.0,2059.0,1542.0
Brunello di Montalcino Riserva,Biondi-Santi Brunello di Montalcino Riserva 1999,1999,4.6,3375,4.6,97,1100.0,0,Italie,37.37109277521049,0.0041818181818181815,957.0,1709.0,1333.0
Romanée-Saint-Vivant Grand Cru (Marey-Monge),Domaine de La Romanée-Conti Romanée-Saint-Vivant Grand Cru (Marey-Monge) 2006,2006,4.7,6597,4.7,264,11658.333333333334,0,France,41.333540312347495,0.000403145103645461,600.0,2099.0,1349.5
Il Bricco Barbaresco,Pio Cesare Il Bricco Barbaresco 2010,2010,4.3,2299,4.4,197,270.0,0,Italie,33.28298695648168,0.015925925925925927,1341.0,820.0,1080.5
Montepulciano d'Abruzzo,Emidio Pepe Montepulciano d'Abruzzo 1983,1983,4.2,10110,4.4,240,514.0,0,Italie,38.729377310460976,0.008171206225680934,814.0,1282.0,1048.0
Flaccianello della Pieve,Fontodi Flaccianello della Pieve 2010,2010,4.5,21518,4.4,1398,441.6666666666666,0,Italie,44.89490282919235,0.01018867924528302,389.0,1132.0,760.5
Barolo Riserva Vigna Rionda,Massolino Barolo Riserva Vigna Rionda 2007,2007,4.3,3530,4.4,278,353.3333333333333,0,Italie,35.12692854468757,0.012169811320754717,1192.0,1017.0,1104.5
Châteauneuf-du-Pape,Château Rayas Châteauneuf-du-Pape 2005,2005,4.7,7544,4.7,502,4241.666666666666,1,France,41.96398677427248,0.001108055009823183,554.0,2061.0,1307.5
Unico Reserva Especial Edición,Vega Sicilia Unico Reserva Especial Edición 2009,2009,4.7,13025,4.6,110,859.9333333333334,0,Espagne,44.53074157312137,0.00546553996433832,422.0,1550.0,986.0
Campolongo di Torbe Amarone della Valpolicella Classico,Masi Campolongo di Torbe Amarone della Valpolicella Classico 2011,2011,4.5,4392,4.5,766,311.66666666666663,0,Italie,37.74392992435215,0.014438502673796793,926.0,896.0,911.0
Saint-Julien (Grand Cru Classé),Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2010,2010,4.4,29317,4.6,718,711.6666666666666,1,France,45.25806045873025,0.006182669789227167,362.0,1481.0,921.5
Saint-Julien (Grand Cru Classé),Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2010,2010,4.4,29317,4.6,718,711.6666666666666,1,France,45.25806045873025,0.006182669789227167,362.0,1481.0,921.5
Cabernet Sauvignon,Leonetti Cabernet Sauvignon 2001,2001,4.5,3087,0.0,24,268.3333333333333,0,États-Unis,36.15729761025971,0.01677018633540373,1081.0,788.0,934.5
Cristal Rosé Brut Champagne (Millésimé),Louis Roederer Cristal Rosé Brut Champagne (Millésimé) 2012,2012,4.6,5883,4.7,303,1281.6666666666667,0,France,39.92718172837649,0.0035890767230169047,715.0,1782.0,1248.5
Pomerol,Pétrus Pomerol 2007,2007,4.7,32157,4.7,755,5066.666666666666,0,France,48.778411546190256,0.0009276315789473686,145.0,2075.0,1110.0
Redigaffi Toscana,Tua Rita Redigaffi Toscana 2010,2010,4.5,5212,4.5,221,940.0,0,Italie,38.51423522210131,0.0047872340425531915,837.0,1633.0,1235.0
Cabernet Sauvignon,Leonetti Cabernet Sauvignon 2003,2003,4.5,3087,4.6,42,268.3333333333333,0,États-Unis,36.15729761025971,0.01677018633540373,1081.0,788.0,934.5
Barbaresco Gaiun Martinenga,Marchesi di Gresy Barbaresco Gaiun Martinenga 2005,2005,4.3,2298,4.4,205,328.3333333333333,0,Italie,33.281116171157414,0.013096446700507615,1342.0,977.0,1159.5
Tordiz 40 Year Old Tawny Port,Burmester Tordiz 40 Year Old Tawny Port,N.V.,4.6,474,4.6,474,450.0,1,Portugal,28.34155367979735,0.010222222222222221,1693.0,1131.0,1412.0
Vürsù Barolo Campè,La Spinetta Vürsù Barolo Campè 2004,2004,4.4,6260,4.5,559,310.0,1,Italie,38.46451604201424,0.014193548387096775,852.0,908.0,880.0
Barolo Prapò,Ceretto Barolo Prapò 2007,2007,4.3,2450,4.4,237,275.0,0,Italie,33.55652620521672,0.015636363636363636,1312.0,838.0,1075.0
Vintage Port Nacional,Quinta do Noval Vintage Port Nacional 2001,2001,4.6,1122,4.8,52,1536.6666666666663,0,Portugal,32.305193195980145,0.002993492407809111,1416.0,1869.0,1642.5
Amarone della Valpolicella Classico Riserva (Sergio Zenato),Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2009,2009,4.5,9963,4.4,1546,645.0,0,Italie,41.42985079520185,0.0069767441860465115,594.0,1414.0,1004.0
Château Margaux (Premier Grand Cru Classé),Château Margaux Château Margaux (Premier Grand Cru Classé) 1960,1960,4.6,45350,4.5,25,1565.0,0,France,49.3219610954991,0.002939297124600639,118.0,1872.0,995.0
Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',Michel Fallon Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',N.V.,4.5,484,4.5,484,911.6666666666666,0,France,27.819382080224845,0.004936014625228519,1732.0,1603.0,1667.5
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1997,1997,4.6,47939,4.6,761,520.0,0,Italie,49.577349382470814,0.008846153846153846,91.0,1236.0,663.5
Riserva vecchie viti dei Capalot e delle Brunate Barolo,Roberto Voerzio Riserva vecchie viti dei Capalot e delle Brunate Barolo 2004,2004,4.5,338,4.7,32,626.6666666666667,0,Italie,26.203706529673585,0.007180851063829786,1812.0,1380.0,1596.0
Pomerol,Château l'Évangile Pomerol 1999,1999,4.5,9531,4.5,267,560.0,0,France,41.230372153219314,0.008035714285714285,603.0,1299.0,951.0
Cristal Brut Champagne (Millésimé),Louis Roederer Cristal Brut Champagne (Millésimé) 2012,2012,4.6,42456,4.6,3435,711.6666666666666,0,France,49.01862821273556,0.0064637002341920375,134.0,1454.0,794.0
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1986,1986,4.6,47939,4.6,35,782.5,0,Italie,49.577349382470814,0.005878594249201278,91.0,1503.0,797.0
Unico,Vega Sicilia Unico 2013,2013,4.7,45140,4.7,107,593.3333333333334,0,Espagne,50.37236303674618,0.007921348314606742,72.0,1320.0,696.0
Montepulciano d'Abruzzo,Valentini Montepulciano d'Abruzzo 1995,1995,4.4,1398,4.6,56,1053.3333333333333,0,Italie,31.868310860292528,0.004177215189873418,1455.0,1711.0,1583.0
Carruades de Lafite Pauillac,Château Lafite Rothschild Carruades de Lafite Pauillac 2010,2010,4.4,13866,4.4,773,972.4,0,France,41.96365834981072,0.004524886877828055,565.0,1663.0,1114.0
Lupicaia,Castello del Terriccio Lupicaia 2007,2007,4.4,4414,4.4,241,398.3333333333333,0,Italie,36.9271609819934,0.011046025104602512,1000.0,1091.0,1045.5
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2001,2001,4.6,22896,4.6,707,1110.0,0,France,46.17810050826266,0.0041441441441441434,285.0,1718.0,1001.5
Châteauneuf-du-Pape,Château Rayas Châteauneuf-du-Pape 2007,2007,4.7,7544,4.7,761,3956.6666666666665,0,France,41.96398677427248,0.0011878685762426286,554.0,2054.0,1304.0
Barolo Brunate,Ceretto Barolo Brunate 2010,2010,4.3,4295,4.5,122,306.66666666666663,0,Italie,35.97038938799893,0.014021739130434785,1096.0,925.0,1010.5
Lodovico,Biserno Lodovico 2008,2008,4.6,3860,4.7,236,911.6666666666666,0,Italie,37.98874332731083,0.005045703839122486,901.0,1588.0,1244.5
Sassicaia,Tenuta San Guido Sassicaia 2013,2013,4.6,107646,4.6,7103,843.3333333333334,0,Italie,53.29837538537822,0.005454545454545454,23.0,1557.0,790.0
Sorì San Lorenzo,Gaja Sorì San Lorenzo 1981,1981,4.6,3857,0.0,5,940.0,0,Italie,37.98516680775785,0.004893617021276595,910.0,1615.0,1262.5
Pomerol,Pétrus Pomerol 1990,1990,4.7,32157,4.8,1190,8400.0,0,France,48.778411546190256,0.0005595238095238096,145.0,2092.0,1118.5
Barolo Bricco Rocche,Ceretto Barolo Bricco Rocche 2009,2009,4.4,2923,4.5,143,396.6666666666667,0,Italie,35.113609366489484,0.011092436974789916,1196.0,1087.0,1141.5
Pur Sang,Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2006,2006,4.3,3634,4.5,54,530.0,0,France,35.251783770511295,0.00811320754716981,1177.0,1291.0,1234.0
Costa Russi (Barbaresco) Langhe,Gaja Costa Russi (Barbaresco) Langhe 1988,1988,4.6,2876,4.6,32,1110.0,0,Italie,36.63511630666831,0.0041441441441441434,1030.0,1718.0,1374.0
Sauternes,Château d'Yquem Sauternes 1967,1967,4.7,44126,4.8,330,3273.333333333333,0,France,50.265580947281094,0.0014358452138492873,75.0,2035.0,1055.0
Tenuta Nuova Brunello di Montalcino,Casanova di Neri Tenuta Nuova Brunello di Montalcino 2013,2013,4.5,20934,4.5,2350,162.66666666666666,0,Italie,44.77108459686673,0.02766393442622951,403.0,466.0,434.5
La Grande Dame Brut Rosé Champagne,Veuve Clicquot La Grande Dame Brut Rosé Champagne 1998,1998,4.6,1118,4.7,208,755.0,0,France,32.2887646070892,0.006092715231788079,1419.0,1489.0,1454.0
Chevalier-Montrachet Grand Cru,Domaine Leflaive Chevalier-Montrachet Grand Cru 2000,2000,4.6,2340,4.7,104,3416.6666666666665,0,France,35.68636855841803,0.0013463414634146342,1125.0,2042.0,1583.5
Barolo Riserva Monprivato Cà d'Morissio,Mascarello Giuseppe e Figlio Barolo Riserva Monprivato Cà d'Morissio 2003,2003,4.6,588,4.6,99,1110.0,0,Italie,29.33294396033368,0.0041441441441441434,1631.0,1718.0,1674.5
Veneto Alzero Cabernet,Quintarelli Giuseppe Veneto Alzero Cabernet 2000,2000,4.7,2600,4.7,79,2633.333333333333,0,Italie,36.957353602845,0.0017848101265822787,994.0,1992.0,1493.0
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1990,1990,4.6,47939,4.5,241,825.0,0,Italie,49.577349382470814,0.005575757575757575,91.0,1527.0,809.0
Alabaster,Teso La Monja Alabaster 2007,2007,4.6,2708,4.6,160,181.66666666666663,0,Espagne,36.35824191654796,0.025321100917431196,1060.0,527.0,793.5
Châteauneuf-du-Pape Réservé Blanc,Château Rayas Châteauneuf-du-Pape Réservé Blanc 2007,2007,4.4,668,4.6,106,1708.3333333333333,0,France,28.618867963561243,0.0025756097560975613,1684.0,1913.0,1798.5
Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,Salon Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne 2002,2002,4.7,9564,4.7,1290,4241.666666666666,0,France,43.079078244317614,0.001108055009823183,487.0,2061.0,1274.0
Rosé Brut Champagne Grand Cru 'Ambonnay',Egly-Ouriet Rosé Brut Champagne Grand Cru 'Ambonnay',N.V.,4.4,1782,4.4,1782,161.33333333333331,0,France,32.93616307533532,0.02727272727272728,1373.0,475.0,924.0
Vin Santo di Montepulciano,Avignonesi Vin Santo di Montepulciano 1991,1991,4.6,773,0.0,9,826.6666666666666,0,Italie,30.59128362350214,0.005564516129032258,1517.0,1538.0,1527.5
Brut Rosé Champagne,Armand de Brignac Brut Rosé Champagne,N.V.,4.5,830,4.5,830,572.0,0,France,30.246415653557897,0.007867132867132868,1552.0,1323.0,1437.5
Amarone della Valpolicella Classico Riserva (Sergio Zenato),Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2012,2012,4.5,9963,4.6,722,661.6666666666666,0,Italie,41.42985079520185,0.006801007556675063,594.0,1434.0,1014.0
Pomerol,Pétrus Pomerol 2010,2010,4.7,32157,4.6,491,7733.333333333333,0,France,48.778411546190256,0.0006077586206896552,145.0,2088.0,1116.5
Montepulciano d'Abruzzo,Valentini Montepulciano d'Abruzzo 2001,2001,4.4,1398,4.5,101,655.4666666666667,0,Italie,31.868310860292528,0.006712774613506917,1455.0,1437.0,1446.0
Harlequin,Zýmē Harlequin 2006,2006,4.7,1276,4.7,88,1409.1666666666667,0,Italie,33.61198168035226,0.003335304553518628,1303.0,1821.0,1562.0
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2012,2012,4.6,39283,4.6,663,1123.9733333333334,0,France,48.66131681776812,0.004092623787041211,166.0,1727.0,946.5
'Giulio Ferrari' Riserva del Fondatore,Ferrari 'Giulio Ferrari' Riserva del Fondatore 2000,2000,4.6,12592,4.6,268,796.6666666666666,0,Italie,43.42775806502305,0.005774058577405858,472.0,1515.0,993.5
'Giulio Ferrari' Riserva del Fondatore,Ferrari 'Giulio Ferrari' Riserva del Fondatore 1983,1983,4.6,12592,0.0,4,1223.3333333333337,0,Italie,43.42775806502305,0.003760217983651225,472.0,1764.0,1118.0
Pomerol,Pétrus Pomerol 1979,1979,4.7,32157,4.7,883,5880.0,0,France,48.778411546190256,0.0007993197278911565,145.0,2080.0,1112.5
Vürsù Barolo Campè,La Spinetta Vürsù Barolo Campè 2003,2003,4.4,6260,4.5,392,281.6666666666667,0,Italie,38.46451604201424,0.015621301775147929,852.0,839.0,845.5
La Grande Dame Brut Rosé Champagne,Veuve Clicquot La Grande Dame Brut Rosé Champagne 2006,2006,4.6,1118,4.6,194,393.3333333333333,0,France,32.2887646070892,0.011694915254237288,1419.0,1042.0,1230.5
Clos des Goisses Champagne,Philipponnat Clos des Goisses Champagne 1988,1988,4.5,4662,0.0,18,1480.0,0,France,38.012399188180666,0.0030405405405405407,899.0,1866.0,1382.5
Chambertin Grand Cru,Domaine Rossignol-Trapet Chambertin Grand Cru 2010,2010,4.3,1293,4.5,48,825.0,0,France,30.808297628718986,0.005212121212121212,1501.0,1576.0,1538.5
Romanée-Saint-Vivant Grand Cru,Domaine Arnoux-Lachaux Romanée-Saint-Vivant Grand Cru 2006,2006,4.5,463,0.0,13,2705.0,0,France,27.619771743388053,0.0016635859519408503,1747.0,2015.0,1881.0
Pauillac (Grand Cru Classé),Château Pontet-Canet Pauillac (Grand Cru Classé) 2011,2011,4.4,47234,4.4,3086,158.0,0,France,47.35662470544323,0.027848101265822787,227.0,457.0,342.0
Vürsù Barolo Campè,La Spinetta Vürsù Barolo Campè 2005,2005,4.4,6260,4.6,429,283.3333333333333,0,Italie,38.46451604201424,0.015529411764705885,852.0,840.0,846.0
Falletto Barolo Le Rocche del Falletto,Bruno Giacosa Falletto Barolo Le Rocche del Falletto 1999,1999,4.5,1883,4.6,52,1124.1666666666667,0,Italie,33.932796878957184,0.004002965159377316,1285.0,1737.0,1511.0
Nettare Veneto Bianco,Dal Forno Romano Nettare Veneto Bianco 1994,1994,4.6,87,0.0,2,826.6666666666666,0,Italie,20.543177345811085,0.005564516129032258,2031.0,1538.0,1784.5
Bolgheri Superiore,Ornellaia Bolgheri Superiore 1995,1995,4.6,47939,4.6,648,711.6666666666666,0,Italie,49.577349382470814,0.0064637002341920375,91.0,1454.0,772.5
Montepulciano d'Abruzzo,Valentini Montepulciano d'Abruzzo 1997,1997,4.4,1398,4.5,43,1110.0,0,Italie,31.868310860292528,0.003963963963963964,1455.0,1738.0,1596.5
Sorì Tildìn (Barbaresco) Langhe,Gaja Sorì Tildìn (Barbaresco) Langhe 1988,1988,4.6,3955,4.5,64,1053.3333333333333,0,Italie,38.10058504892807,0.004367088607594937,886.0,1683.0,1284.5
Valpolicella Superiore Monte Lodoletta,Dal Forno Romano Valpolicella Superiore Monte Lodoletta 2007,2007,4.5,13024,4.5,1118,325.0,1,Italie,42.63547089709045,0.013846153846153847,513.0,936.0,724.5
Barolo Riserva Monprivato Cà d'Morissio,Mascarello Giuseppe e Figlio Barolo Riserva Monprivato Cà d'Morissio 2006,2006,4.6,588,4.6,104,1636.6666666666667,0,Italie,29.33294396033368,0.0028105906313645617,1631.0,1891.0,1761.0
Nettare Veneto Bianco,Dal Forno Romano Nettare Veneto Bianco 1995,1995,4.6,87,4.8,38,826.6666666666666,0,Italie,20.543177345811085,0.005564516129032258,2031.0,1538.0,1784.5
Bonnes-Mares Grand Cru,Domaine Comte Georges de Vogüé Bonnes-Mares Grand Cru 1999,1999,4.5,2595,4.5,127,2431.6666666666665,0,France,35.37603808019995,0.0018505825908156272,1165.0,1985.0,1575.0
Tokaji Aszú 6 Puttonyos,Oremus Tokaji Aszú 6 Puttonyos 2013,2013,4.6,2366,4.6,154,199.94,0,Hongrie,35.737197804876324,0.023006902070621185,1115.0,580.0,847.5
Barolo Bricco Rocche,Ceretto Barolo Bricco Rocche 2007,2007,4.4,2923,4.5,195,598.3333333333334,0,Italie,35.113609366489484,0.007353760445682451,1196.0,1367.0,1281.5
Barolo Brunate,Ceretto Barolo Brunate 2009,2009,4.3,4295,4.4,208,266.6666666666667,0,Italie,35.97038938799893,0.016124999999999997,1096.0,810.0,953.0
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2013,2013,4.6,39605,4.5,509,1366.6666666666667,0,France,48.69886899873255,0.003365853658536585,151.0,1814.0,982.5
Unico,Vega Sicilia Unico 1965,1965,4.7,45140,4.6,226,1387.4666666666667,0,Espagne,50.37236303674618,0.0033874687680184507,72.0,1813.0,942.5
Côte-Rôtie La Mouline,E. Guigal Côte-Rôtie La Mouline 2013,2013,4.6,4380,4.5,154,462.3333333333333,0,France,38.57009841550426,0.009949531362653209,832.0,1159.0,995.5
Contador Rioja,Bodega Contador (Benjamín Romeo) Contador Rioja 2011,2011,4.6,2240,4.6,241,332.0,0,Espagne,35.48546326630579,0.013855421686746987,1147.0,933.0,1040.0
Barolo Riserva Granbussia,Aldo Conterno Barolo Riserva Granbussia 1985,1985,4.5,1728,4.6,44,2581.6666666666665,0,Italie,33.546239772138,0.0017430600387346677,1313.0,1996.0,1654.5
