wine_name,vintage_name,vintage_year,wine_ratings_average,wine_ratings_count,vintage_ratings_average,vintage_rating_count,liter_price_euros,in_top_list,country,popularity_score,value_for_money,popularity_rank,value_rank,combined_rank
A50 Amarone della Valpolicella,Tinazzi A50 Amarone della Valpolicella 2012,2012,4.6,100,4.5,58,132.0,0,Italie,21.18378285554522,0.034848484848484844,2022.0,331.0,1176.5
Barolo Riserva Bricco Boschis Vigna San Giuseppe,Cavallotto Barolo Riserva Bricco Boschis Vigna San Giuseppe 2016,2016,4.3,4030,4.4,163,440.83333333333337,0,Italie,35.69654311624513,0.009754253308128543,1123.0,1171.0,1147.0
Brunello di Montalcino,Canalicchio di Sopra Brunello di Montalcino 2016,2016,4.3,8356,4.4,446,176.66666666666666,0,Italie,38.83216102750876,0.024339622641509434,801.0,545.0,673.0
Lagrein Riserva Porphyr,Terlan (Terlano) Lagrein Riserva Porphyr 2016,2016,4.4,5123,4.4,640,190.0,0,Italie,37.5825801293325,0.023157894736842106,940.0,576.0,758.0
Gaudium,Marqués de Cáceres Gaudium 2016,2016,4.3,7414,4.4,484,86.66666666666667,0,Espagne,38.317839149955915,0.04961538461538461,864.0,181.0,522.5
Moncerbal Bierzo (Corullón),Descendientes de J. Palacios Moncerbal Bierzo (Corullón) 2016,2016,4.3,1090,4.5,83,146.6,0,Espagne,30.073911793459715,0.029331514324693043,1566.0,435.0,1000.5
Chapelle d'Ausone Saint-Émilion Grand Cru,Château Ausone Chapelle d'Ausone Saint-Émilion Grand Cru 2016,2016,4.4,1086,4.6,33,299.37333333333333,0,France,30.757128602173076,0.01469736783503318,1506.0,881.0,1193.5
Pessac-Léognan Blanc (Grand Cru Classé de Graves),Château La Mission Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2001,2001,4.3,1182,4.5,48,711.6666666666666,0,France,30.422341751253988,0.006042154566744731,1539.0,1495.0,1517.0
Toscana Rosso,Tenuta di Trinoro Toscana Rosso 2016,2016,4.5,2799,4.6,117,575.0,0,Italie,35.71657870281954,0.00782608695652174,1116.0,1330.0,1223.0
Vigna Grande Cerzito Taurasi Riserva,Quintodecimo Vigna Grande Cerzito Taurasi Riserva 2016,2016,4.5,581,4.5,31,213.26666666666665,0,Italie,28.6413784058336,0.021100343857455458,1681.0,637.0,1159.0
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva 2016,2016,4.5,2165,4.4,217,290.0,0,Italie,34.56079038196466,0.015517241379310345,1247.0,844.0,1045.5
Predappio Massera,Conde Predappio Massera 2016,2016,4.4,161,0.0,3,182.26666666666665,0,Italie,22.35817920593164,0.024140453547915146,1993.0,550.0,1271.5
Brunello di Montalcino  Montosoli,Altesino Brunello di Montalcino  Montosoli 2016,2016,4.4,6176,4.5,230,123.33333333333334,0,Italie,38.4050748035003,0.03567567567567568,858.0,319.0,588.5
Aquilon Garnacha,Alto Moncayo Aquilon Garnacha 2016,2016,4.6,1343,4.6,96,190.6,0,Espagne,33.13224150400689,0.024134312696747113,1365.0,551.0,958.0
Brunello di Montalcino Riserva,Tornesi Brunello di Montalcino Riserva 2015,2015,4.4,333,0.0,20,93.32,0,Italie,25.555826955913954,0.04714959279897129,1860.0,205.0,1032.5
Ribera del Duero Prestigio,Matarromera Ribera del Duero Prestigio 2016,2016,4.4,2994,4.5,185,90.6,0,Espagne,35.21920848591013,0.04856512141280354,1185.0,191.0,688.0
Tenuta Guado al Tasso Matarocchio,Antinori Tenuta Guado al Tasso Matarocchio 2016,2016,4.6,1875,4.7,266,1281.6666666666667,0,Italie,34.66727411666075,0.0035890767230169047,1232.0,1782.0,1507.0
Bruno Lunelli Riserva,Ferrari Bruno Lunelli Riserva 2006,2006,4.5,96,0.0,19,1651.6666666666663,0,Italie,20.539566861605262,0.002724520686175581,2034.0,1900.0,1967.0
Altagracia Cabernet Sauvignon,Eisele Vineyard Altagracia Cabernet Sauvignon 2012,2012,4.4,3083,4.4,552,216.2,0,États-Unis,35.34809708269906,0.02035152636447734,1171.0,656.0,913.5
Brunello di Montalcino Riserva,Poggio Antico Brunello di Montalcino Riserva 2016,2016,4.5,1875,0.0,14,151.97333333333336,0,Italie,33.9136377228203,0.029610457975083344,1288.0,432.0,860.0
B Bordicon Blend,Idiom B Bordicon Blend 2016,2016,4.3,1088,4.5,55,71.25333333333333,0,Afrique du Sud,30.066014637888316,0.06034805389221557,1567.0,119.0,843.0
Don PX Selección,Toro Albalá Don PX Selección 1968,1968,4.5,326,4.5,60,261.36,0,Espagne,26.041038216150184,0.01721763085399449,1818.0,769.0,1293.5
Campo del Drago Brunello di Montalcino,Castiglion del Bosco Campo del Drago Brunello di Montalcino 2016,2016,4.4,2854,4.5,109,159.93333333333334,0,Italie,35.00849791136184,0.027511463109629014,1204.0,469.0,836.5
Montrachet Grand Cru Marquis de Laguiche,Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2016,2016,4.6,1970,4.8,51,2255.0,0,France,34.89462857996735,0.002039911308203991,1211.0,1968.0,1589.5
Brunello di Montalcino Riserva,Castello Romitorio Brunello di Montalcino Riserva 2016,2016,4.4,987,0.0,10,298.6666666666667,0,Italie,30.33654817350732,0.014732142857142857,1544.0,879.0,1211.5
Clos Vougeot Grand Cru,Domaine Jacques Prieur Clos Vougeot Grand Cru 2016,2016,4.4,1202,4.5,40,309.26666666666665,0,France,31.203665306418674,0.014227204138823024,1486.0,905.0,1195.5
Vigneto Bellavista Chianti Classico,Castello di Ama Vigneto Bellavista Chianti Classico 2016,2016,4.4,1402,4.7,40,253.26666666666665,0,Italie,31.88088229741596,0.017372992892866545,1450.0,764.0,1107.0
Fieramonte Amarone della Valpolicella Riserva,Allegrini Fieramonte Amarone della Valpolicella Riserva 2012,2012,4.7,315,4.7,74,613.3333333333333,0,Italie,27.037091402480478,0.007663043478260871,1776.0,1343.0,1559.5
Cuvée des Cadettes Châteauneuf-du-Pape,Château La Nerthe Cuvée des Cadettes Châteauneuf-du-Pape 2016,2016,4.4,3283,4.5,278,146.6,0,France,35.62465683700702,0.030013642564802188,1137.0,422.0,779.5
Brunello di Montalcino Riserva,Siro Pacenti Brunello di Montalcino Riserva 1990,1990,4.4,351,0.0,6,261.6666666666667,0,Italie,25.78745938324981,0.016815286624203823,1835.0,781.0,1308.0
Lodovico,Biserno Lodovico 2016,2016,4.6,3860,4.7,346,1253.3333333333337,0,Italie,37.98874332731083,0.0036702127659574454,901.0,1773.0,1337.0
Amarone della Valpolicella,Zýmē Amarone della Valpolicella 2016,2016,4.4,2610,4.4,230,134.93333333333334,0,Italie,34.61526420139365,0.03260869565217391,1236.0,373.0,804.5
Pomerol,Château Le Gay Pomerol 2016,2016,4.3,3870,4.6,66,184.8933333333333,0,France,35.52234207990245,0.023256652484315285,1144.0,574.0,859.0
Cuvée Risleus Brut Champagne Premier Cru,Hubert Paulet Cuvée Risleus Brut Champagne Premier Cru 2004,2004,4.4,415,4.4,187,142.0,0,France,26.524425489015073,0.03098591549295775,1803.0,404.0,1103.5
Luce Brunello di Montalcino,Tenuta Luce Luce Brunello di Montalcino 2016,2016,4.5,6544,4.5,398,283.3333333333333,0,Italie,39.53836745227162,0.015882352941176472,736.0,822.0,779.0
Corton-Charlemagne Grand Cru,Louis Lequin Corton-Charlemagne Grand Cru 2014,2014,4.4,164,0.0,24,158.72,0,France,22.439412282426478,0.02772177419354839,1990.0,463.0,1226.5
Pedrouzos Godello,Valdesil Pedrouzos Godello 2016,2016,4.5,109,0.0,6,112.63333333333333,0,Espagne,21.111065470031146,0.03995264871263688,2024.0,271.0,1147.5
Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',Agrapart & Fils Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' 2016,2016,4.4,1278,0.0,15,312.0,0,France,31.473427193724916,0.014102564102564105,1475.0,918.0,1196.5
Brunello di Montalcino Riserva,Siro Pacenti Brunello di Montalcino Riserva 1988,1988,4.4,351,0.0,0,213.33333333333331,0,Italie,25.78745938324981,0.020625000000000004,1835.0,649.0,1242.0
Red,Antiyal Red 2016,2016,4.1,1297,4.4,187,79.66666666666666,0,Chili,29.388017655697418,0.05146443514644351,1622.0,164.0,893.0
Pietradonice,Casanova di Neri Pietradonice 2016,2016,4.3,2266,4.4,259,136.16,0,Italie,33.22081719882819,0.031580493537015274,1352.0,388.0,870.0
Brunello di Montalcino,Sesti Brunello di Montalcino 2009,2009,4.3,2592,4.4,241,110.0,0,Italie,33.798795747130306,0.039090909090909086,1298.0,279.0,788.5
Pajè Barbaresco,Roagna Pajè Barbaresco 2013,2013,4.3,1910,4.5,247,441.6666666666666,1,Italie,32.485891640474904,0.009735849056603775,1406.0,1175.0,1290.5
Amaya Arzuaga (Colección),Arzuaga Amaya Arzuaga (Colección) 2016,2016,4.3,1179,4.5,192,100.0,0,Espagne,30.411414172310696,0.043,1540.0,238.0,889.0
Sorì Tildìn (Barbaresco) Langhe,Gaja Sorì Tildìn (Barbaresco) Langhe 2016,2016,4.6,3955,4.6,141,1366.6666666666667,0,Italie,38.10058504892807,0.003365853658536585,886.0,1814.0,1350.0
Fieramonte Amarone della Valpolicella Riserva,Allegrini Fieramonte Amarone della Valpolicella Riserva 2015,2015,4.7,315,0.0,7,579.9333333333333,0,Italie,27.037091402480478,0.0081043798137717,1776.0,1294.0,1535.0
Toscana Bianco,Ornellaia Toscana Bianco 2016,2016,4.5,833,4.5,164,938.3333333333334,0,Italie,30.262651389750793,0.0047957371225577266,1550.0,1631.0,1590.5
Vin de Pays de l'Hérault Blanc,La Grange des Pères Vin de Pays de l'Hérault Blanc 2015,2015,4.6,1209,4.5,160,1281.6666666666667,1,France,32.64872471282804,0.0035890767230169047,1389.0,1782.0,1585.5
Pajè Barbaresco,Roagna Pajè Barbaresco 2012,2012,4.3,1910,4.4,238,370.0,0,Italie,32.485891640474904,0.011621621621621621,1406.0,1049.0,1227.5
Campo Inferi Amarone della Valpolicella Classico Riserva,Brunelli Campo Inferi Amarone della Valpolicella Classico Riserva 2016,2016,4.6,2112,4.6,142,139.86666666666667,0,Italie,35.214796966200296,0.0328884652049571,1186.0,369.0,777.5
The Mackenzie,Hartenberg The Mackenzie 2016,2016,4.4,1220,4.4,229,70.0,0,Afrique du Sud,31.269067006000135,0.06285714285714286,1485.0,112.0,798.5
Costa Russi (Barbaresco) Langhe,Gaja Costa Russi (Barbaresco) Langhe 2016,2016,4.6,2876,4.6,104,1366.6666666666667,0,Italie,36.63511630666831,0.003365853658536585,1030.0,1814.0,1422.0
Barolo Bricco Rocche,Ceretto Barolo Bricco Rocche 2016,2016,4.4,2923,4.5,36,484.1666666666667,0,Italie,35.113609366489484,0.009087779690189328,1196.0,1220.0,1208.0
La Grande Rue Grand Cru Monopole,Domaine Nicole Lamarche (François Lamarche) La Grande Rue Grand Cru Monopole 2016,2016,4.4,1496,4.5,44,1680.0,0,France,32.16642069755146,0.0026190476190476194,1429.0,1908.0,1668.5
Brunello di Montalcino,Salvioni Brunello di Montalcino 2016,2016,4.5,4357,4.5,127,530.0,0,Italie,37.70792561752849,0.008490566037735849,933.0,1254.0,1093.5
Barolo Bussia Cicala,Aldo Conterno Barolo Bussia Cicala 2014,2014,4.4,3346,4.4,216,283.3333333333333,0,Italie,35.70829187880579,0.015529411764705885,1121.0,840.0,980.5
Il 'Divasco' Riserva,La Rasina Il 'Divasco' Riserva 2001,2001,4.4,255,0.0,3,175.0,0,Italie,24.381559598697077,0.025142857142857144,1914.0,530.0,1222.0
Clos des Lambrays Grand Cru,Domaine des Lambrays Clos des Lambrays Grand Cru 2016,2016,4.4,6431,4.5,235,911.6666666666666,0,France,38.583095434993396,0.004826325411334553,826.0,1626.0,1226.0
Cresasso Corvina Veronese,Zenato Cresasso Corvina Veronese 2016,2016,4.2,2333,4.4,172,51.93333333333334,0,Italie,32.57062314249001,0.08087291399229782,1395.0,71.0,733.0
Grands-Échezeaux Grand Cru,Georges Noëllat Grands-Échezeaux Grand Cru 2016,2016,4.4,544,4.6,26,1623.3333333333333,0,France,27.71537668616615,0.0027104722792607805,1742.0,1902.0,1822.0
Kevin Arnold Shiraz,Waterford Estate Kevin Arnold Shiraz 2016,2016,4.2,6987,4.4,466,35.86666666666667,0,Afrique du Sud,37.1775875459203,0.1171003717472119,977.0,20.0,498.5
Brunello di Montalcino Riserva,Poggio di Sotto Brunello di Montalcino Riserva 2016,2016,4.6,1589,4.7,57,930.0,0,Italie,33.90595676606889,0.0049462365591397845,1290.0,1602.0,1446.0
Clos de Vougeot Grand Cru,Clos Frantin Clos de Vougeot Grand Cru 2015,2015,4.3,467,4.5,28,306.5333333333333,0,France,26.42921580797626,0.014027838190517616,1808.0,924.0,1366.0
Lupi e Sirene Riserva,Podere le Ripi Lupi e Sirene Riserva 2016,2016,4.5,1292,4.5,160,162.53333333333333,0,Italie,32.23776007954146,0.027686628383921247,1424.0,465.0,944.5
Lot 1,Titus Lot 1 2014,2014,4.4,226,4.7,28,126.66666666666669,0,États-Unis,23.850353996798063,0.034736842105263156,1936.0,337.0,1136.5
Per Sempre Syrah Toscana,Tua Rita Per Sempre Syrah Toscana 2012,2012,4.5,711,4.5,83,450.0,0,Italie,29.550025934114583,0.01,1608.0,1152.0,1380.0
Mazis-Chambertin Grand Cru,Domaine Tortochot Mazis-Chambertin Grand Cru 2004,2004,4.4,433,0.0,10,445.6666666666666,0,France,26.711246003210956,0.009872849663425583,1795.0,1164.0,1479.5
Historical XIXth Century Wine,Chateau Palmer Historical XIXth Century Wine 2016,2016,4.4,807,4.6,35,453.3333333333333,0,France,29.450624140387777,0.009705882352941177,1612.0,1177.0,1394.5
Brunello di Montalcino Riserva,Collosorbo Brunello di Montalcino Riserva 2015,2015,4.4,437,0.0,6,107.26666666666668,0,Italie,26.7517060584206,0.041019266625233065,1793.0,254.0,1023.5
Nuits-Saint-Georges 1er Cru 'Clos des Corvées',Domaine Prieuré Roch Nuits-Saint-Georges 1er Cru 'Clos des Corvées' 2016,2016,4.4,1245,0.0,9,2135.0,0,France,31.358319559154758,0.0020608899297423888,1481.0,1963.0,1722.0
La Ricolma,San Giusto a Rentennano La Ricolma 2016,2016,4.2,1525,4.5,74,1110.0,0,Italie,30.784948693974354,0.0037837837837837837,1504.0,1761.0,1632.5
Annonciade Champagne,Paul Bara Annonciade Champagne 2006,2006,4.3,137,4.5,32,308.40000000000003,0,France,21.155917981060938,0.013942931258106353,2023.0,928.0,1475.5
Croce Del Gal Riserva Amarone della Valpolicella Classico,Benedetti Croce Del Gal Riserva Amarone della Valpolicella Classico 2011,2011,4.6,188,0.0,13,89.86666666666667,0,Italie,24.087633029017766,0.05118694362017803,1928.0,169.0,1048.5
Gallina Barbaresco,Piero Busso Gallina Barbaresco 2016,2016,4.4,1017,4.5,85,235.83333333333331,0,Italie,30.468294542613666,0.01865724381625442,1533.0,706.0,1119.5
Scharzhofberger Riesling Eiswein,Egon Müller - Scharzhof Scharzhofberger Riesling Eiswein 2016,2016,4.7,30,0.0,2,5976.666666666667,0,Allemagne,15.98562769381213,0.0007863915225878416,2089.0,2081.0,2085.0
Chardonnay,Capensis Chardonnay 2016,2016,4.4,1031,4.5,118,102.66666666666669,0,Afrique du Sud,30.52845172967463,0.04285714285714285,1527.0,239.0,883.0
Cuvée Extase Blanc de Blancs Champagne Grand Cru,Marguerite Guyot Cuvée Extase Blanc de Blancs Champagne Grand Cru 2004,2004,4.2,231,4.5,40,361.6666666666667,0,France,22.858154384191533,0.01161290322580645,1976.0,1051.0,1513.5
Cěrǎsum Riserva Amarone della Valpolicella,Casa Vinicola Bennati Cěrǎsum Riserva Amarone della Valpolicella 2013,2013,4.4,460,0.0,18,89.0,0,Italie,26.97739655372582,0.04943820224719102,1779.0,182.0,980.5
Vieux Marc de Bandol,Château de Pibarnon Vieux Marc de Bandol 1990,1990,4.5,102,0.0,2,185.0,0,France,20.81237765977922,0.024324324324324326,2029.0,547.0,1288.0
Barolo Riserva Cannubi 1752,Damilano Barolo Riserva Cannubi 1752 2015,2015,4.5,451,0.0,15,253.2,0,Italie,27.501603027762055,0.017772511848341232,1757.0,746.0,1251.5
Corton-Charlemagne Grand Cru,Bonneau du Martray Corton-Charlemagne Grand Cru 2016,2016,4.4,10296,4.6,325,1081.6666666666667,0,France,40.65384729681424,0.004067796610169492,643.0,1730.0,1186.5
Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon,Hospices de Beaune Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon 2016,2016,4.4,1016,4.7,32,806.6666666666666,0,France,30.463965963809084,0.005454545454545455,1535.0,1551.0,1543.0
Vosne-Romanée Premier Cru Aux Reignots,Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Aux Reignots 2016,2016,4.6,645,4.5,31,7018.0,0,France,29.758551457260552,0.0006554573952693074,1588.0,2086.0,1837.0
Chambertin Grand Cru,Domaine Trapet Chambertin Grand Cru 2016,2016,4.4,2542,4.7,31,1366.6666666666667,0,France,34.49910838769736,0.0032195121951219515,1250.0,1843.0,1546.5
Mazis-Chambertin Grand Cru,Domaine Faiveley Mazis-Chambertin Grand Cru 2016,2016,4.4,1121,4.6,40,286.6666666666667,0,France,30.896696261517505,0.015348837209302326,1498.0,848.0,1173.0
Adrianna Vineyard Mundus Bacillus Terrae Malbec,Catena Zapata Adrianna Vineyard Mundus Bacillus Terrae Malbec 2016,2016,4.6,1358,4.5,139,332.0,0,Argentine,33.18333421734575,0.013855421686746987,1357.0,933.0,1145.0
Vin de Paille,Jean Bourdy Vin de Paille 2015,2015,4.5,35,0.0,7,149.86666666666667,0,France,15.999066276702361,0.03002669039145907,2087.0,421.0,1254.0
Millecento Brunello di Montalcino Riserva,Castiglion del Bosco Millecento Brunello di Montalcino Riserva 2016,2016,4.6,1364,4.5,104,261.26666666666665,0,Italie,33.203613456655674,0.01760653227864251,1354.0,760.0,1057.0
Gabbro Toscana,Montepeloso Gabbro Toscana 2016,2016,4.4,921,4.5,33,119.93333333333334,0,Italie,30.032024159523353,0.03668704836020011,1571.0,301.0,936.0
60 Sessantanni Old Vines Primitivo di Manduria,San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,2017,4.5,94289,4.5,17090,42.63333333333333,1,Italie,51.543539157712274,0.1055512118842846,64.0,36.0,50.0
60 Sessantanni Old Vines Primitivo di Manduria,San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,2017,4.5,94289,4.5,17090,42.63333333333333,1,Italie,51.543539157712274,0.1055512118842846,64.0,36.0,50.0
60 Sessantanni Old Vines Primitivo di Manduria,San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,2017,4.5,94289,4.5,17090,42.63333333333333,1,Italie,51.543539157712274,0.1055512118842846,64.0,36.0,50.0
Pian delle Vigne Brunello di Montalcino,Antinori Pian delle Vigne Brunello di Montalcino 2017,2017,4.3,31363,4.4,1714,77.32,0,Italie,44.519551772563105,0.05561303673047077,423.0,147.0,285.0
Opus One,Opus One Opus One 2017,2017,4.6,77053,4.7,2722,713.3333333333334,0,États-Unis,51.760344368432925,0.006448598130841121,48.0,1463.0,755.5
Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2017,2017,4.6,39283,4.5,299,1166.6666666666667,0,France,48.66131681776812,0.003942857142857142,166.0,1742.0,954.0
Sassicaia,Tenuta San Guido Sassicaia 2017,2017,4.6,107646,4.6,5025,598.4000000000001,0,Italie,53.29837538537822,0.007687165775401068,23.0,1338.0,680.5
Toscana,Masseto Toscana 2017,2017,4.7,16284,4.7,480,1460.0,0,Italie,45.58031005522749,0.0032191780821917808,313.0,1848.0,1080.5
Grands-Échézeaux Grande Cuvée Vieilles Vignes,Dominique Laurent Grands-Échézeaux Grande Cuvée Vieilles Vignes 2014,2014,4.4,449,4.5,43,740.0,0,France,26.87090070606592,0.005945945945945947,1786.0,1500.0,1643.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,4.6,28198,4.7,91,1266.6666666666663,0,France,47.136229129156405,0.003631578947368422,235.0,1778.0,1006.5
Amarone della Valpolicella Classico,Zenato Amarone della Valpolicella Classico 2017,2017,4.4,48329,4.4,3465,69.2,1,Italie,47.45746312358886,0.06358381502890173,222.0,108.0,165.0
Amarone della Valpolicella Classico,Zenato Amarone della Valpolicella Classico 2017,2017,4.4,48329,4.4,3465,69.2,1,Italie,47.45746312358886,0.06358381502890173,222.0,108.0,165.0
Amarone della Valpolicella Classico,Bussola Amarone della Valpolicella Classico 2017,2017,4.5,6669,4.5,145,118.33333333333331,0,Italie,39.62351341184537,0.03802816901408451,726.0,287.0,506.5
Brunello di Montalcino,Casanova di Neri Brunello di Montalcino 2017,2017,4.4,25989,4.4,1240,97.34666666666668,0,Italie,44.7278860624563,0.04519928776879879,408.0,222.0,315.0
Tignanello,Antinori Tignanello 2017,2017,4.5,142513,4.6,8548,413.3333333333333,0,Italie,53.402348261699956,0.010887096774193548,7.0,1098.0,552.5
Bolgheri Superiore,Ornellaia Bolgheri Superiore 2017,2017,4.6,47939,4.6,1572,300.0,0,Italie,49.577349382470814,0.015333333333333332,91.0,852.0,471.5
Pomerol,Vieux Château Certan Pomerol 2017,2017,4.4,10374,4.5,83,346.50666666666666,0,France,40.68705500160993,0.012698168385408652,638.0,994.0,816.0
Galatrona,Petrolo Galatrona 2017,2017,4.3,7971,4.4,457,133.26666666666668,0,Italie,38.62933050804007,0.03226613306653326,821.0,377.0,599.0
Grange,Penfolds Grange 2017,2017,4.7,24356,4.6,212,1600.0,0,Australie,47.47250747222378,0.0029375,218.0,1878.0,1048.0
Toro,Pintia Toro 2017,2017,4.4,60705,4.5,2883,83.86666666666666,0,Espagne,48.46063792230354,0.05246422893481718,196.0,160.0,178.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,4.6,6637,4.7,43,1207.4,0,France,40.48191053247125,0.003809839324167632,656.0,1759.0,1207.5
Alexander Valley Cabernet Sauvignon,Silver Oak Alexander Valley Cabernet Sauvignon 2017,2017,4.4,46066,4.5,3609,183.3333333333333,0,États-Unis,47.246453890956545,0.024000000000000007,233.0,553.0,393.0
Sperss Barolo,Gaja Sperss Barolo 2017,2017,4.6,10950,4.5,109,626.6666666666667,0,Italie,42.78503578212537,0.007340425531914893,498.0,1368.0,933.0
Aconcagua Valley,Sena Aconcagua Valley 2017,2017,4.5,18482,4.4,794,166.12,0,Chili,44.210486540015935,0.027088851432699252,428.0,481.0,454.5
Red,Viñedo Chadwick Red 2017,2017,4.6,4933,4.5,145,482.48,0,Chili,39.117031965675196,0.009534073951251864,774.0,1199.0,986.5
Sauternes,Château d'Yquem Sauternes 2017,2017,4.7,44126,4.8,334,1110.0,0,France,50.265580947281094,0.004234234234234234,75.0,1704.0,889.5
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,Domaine Ponsot Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2017,2017,4.4,2678,4.5,61,1281.6666666666667,0,France,34.72843231550492,0.003433029908972692,1222.0,1806.0,1514.0
Lodovico,Biserno Lodovico 2017,2017,4.6,3860,4.7,281,713.3333333333334,0,Italie,37.98874332731083,0.006448598130841121,901.0,1463.0,1182.0
Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,2017,4.6,22896,4.5,175,518.6666666666667,0,France,46.17810050826266,0.008868894601542415,285.0,1232.0,758.5
L'Apparita,Castello di Ama L'Apparita 2017,2017,4.4,3836,4.5,107,266.6,0,Italie,36.30961591841465,0.016504126031507877,1064.0,797.0,930.5
Tenuta Tignanello 'Solaia',Antinori Tenuta Tignanello 'Solaia' 2017,2017,4.6,33143,4.7,1124,790.0,0,Italie,47.87949933487189,0.005822784810126582,203.0,1510.0,856.5
Special Selection Cabernet Sauvignon,Caymus Special Selection Cabernet Sauvignon 2017,2017,4.7,41236,4.7,1890,295.3333333333333,0,États-Unis,49.9472146190165,0.015914221218961626,85.0,821.0,453.0
Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2017,2017,4.5,29026,4.5,190,433.33333333333337,0,France,46.24176266563639,0.010384615384615384,276.0,1126.0,701.0
Pomerol,Château Trotanoy Pomerol 2017,2017,4.4,7221,4.5,58,711.6666666666666,0,France,39.092894396385205,0.006182669789227167,775.0,1481.0,1128.0
Pauillac (Premier Grand Cru Classé),Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2017,2017,4.6,73615,4.6,632,926.6666666666666,0,France,51.55037880617773,0.004964028776978417,54.0,1598.0,826.0
Cos d'Estournel,Cos d'Estournel Cos d'Estournel 2017,2017,4.4,43704,4.4,349,279.93333333333334,0,France,47.01485760433244,0.015718028101929033,246.0,833.0,539.5
Saint-Estèphe (Grand Cru Classé),Château Montrose Saint-Estèphe (Grand Cru Classé) 2017,2017,4.3,35624,4.4,231,239.9333333333333,0,France,45.06733184210661,0.01792164490136149,379.0,737.0,558.0
Macán,Benjamin de Rothschild - Vega Sicilia Macán 2017,2017,4.4,14368,4.5,438,218.4,0,Espagne,42.12013867838472,0.020146520146520148,547.0,666.0,606.5
Campo León Amarone della Valpolicella,Ilatium Morini Campo León Amarone della Valpolicella 2017,2017,4.4,7778,4.4,229,52.4,0,Italie,39.41983986474905,0.08396946564885498,748.0,62.0,405.0
Fanòi Primitivo,Cantele Fanòi Primitivo 2017,2017,4.4,695,4.5,67,58.0,0,Italie,28.793212120485087,0.07586206896551725,1673.0,81.0,877.0
Madonna delle Grazie Brunello di Montalcino,Il Marroneto Madonna delle Grazie Brunello di Montalcino 2017,2017,4.5,2747,4.6,123,466.6666666666667,0,Italie,35.63219108742873,0.009642857142857142,1132.0,1180.0,1156.0
Clos Apalta,Clos Apalta Clos Apalta 2017,2017,4.6,23256,4.6,856,333.26666666666665,0,Chili,46.24986483429807,0.013802760552110422,273.0,941.0,607.0
Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion Pessac-Léognan (Premier Grand Cru Classé) 2017,2017,4.6,39605,4.6,275,1020.0,0,France,48.69886899873255,0.004509803921568627,151.0,1670.0,910.5
Ares,Two Hands Ares 2017,2017,4.4,1995,4.5,168,265.06666666666666,0,Australie,33.43295704902545,0.01659959758551308,1322.0,792.0,1057.0
Pieve Santa Restituta Brunello di Montalcino,Gaja Pieve Santa Restituta Brunello di Montalcino 2017,2017,4.4,21867,4.4,606,158.39999999999998,0,Italie,43.96802929222142,0.027777777777777783,438.0,460.0,449.0
Pauillac (Grand Cru Classé),Château Pichon Baron Pauillac (Grand Cru Classé) 2017,2017,4.4,37460,4.4,366,226.6,0,France,46.336527494391554,0.01941747572815534,269.0,691.0,480.0
Barón de Chirel Rioja Reserva,Marqués de Riscal Barón de Chirel Rioja Reserva 2017,2017,4.4,8578,4.5,436,184.3733333333333,0,Espagne,39.85060668633803,0.0238646225050622,720.0,560.0,640.0
5 Stelle Sfursat,Nino Negri 5 Stelle Sfursat 2017,2017,4.5,10740,4.5,541,176.66666666666666,0,Italie,41.76778665628285,0.02547169811320755,579.0,519.0,549.0
Ribera del Duero Reserva,Matarromera Ribera del Duero Reserva 2017,2017,4.3,37394,4.4,4616,66.60000000000001,0,Espagne,45.275841833718445,0.06456456456456455,360.0,105.0,232.5
Vin de Pays de l'Hérault,La Grange des Pères Vin de Pays de l'Hérault 2017,2017,4.5,8933,4.7,177,911.6666666666666,0,France,40.93878403665828,0.004936014625228519,622.0,1603.0,1112.5
