group_name,wine_name,acidity,intensity,sweetness,tannin,price_euros_liter
Campo Alla Sughera Campo Alla Sughera 2012,Campo Alla Sughera,3.096663,3.5211449,1.9313414,2.921205,213.33333333333334
Musella Amarone Senza Titolo 2012,Amarone Senza Titolo,2.3472683,4.458195,3.1109524,1.9685713,183.33333333333331
Rijk's Reserve Pinotage 2015,Reserve Pinotage,3.03456,4.010981,1.8395258,3.0276766,60.666666666666664
Mascarello Giuseppe e Figlio Barolo Riserva Monprivato Cà d'Morissio 2012,Barolo Riserva Monprivato Cà d'Morissio,4.6706405,3.6972122,1.4942112,4.506091,1281.6666666666667
Amiot Guy Le Montrachet Grand Cru 2014,Le Montrachet Grand Cru,3.2913992,3.5690103,1.4717065,,2496.6666666666665
Toro Albalá Don PX Convento Selección 1929,Don PX Convento Selección,2.2442873,4.196692,4.059529,,319.4666666666667
Pieropan Amarone della Valpolicella Vigna Garzon 2015,Amarone della Valpolicella Vigna Garzon,2.3771174,4.621679,3.1879733,2.3032715,116.66666666666667
Borgogno Barolo Cannubi 2013,Barolo Cannubi,4.520639,3.7736409,1.5111234,4.381315,153.33333333333331
Château Mouton Rothschild Pauillac (Premier Grand Cru Classé) 2016,Pauillac (Premier Grand Cru Classé),4.0950465,4.0601296,1.714406,4.116994,2135.0
Tenuta San Guido Sassicaia 2016,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,1115.0666666666666
Château Margaux Château Margaux (Premier Grand Cru Classé) 2016,Château Margaux (Premier Grand Cru Classé),4.170338,3.6746032,1.6031541,3.8258963,1273.3999999999999
Masi Costasera Amarone della Valpolicella Classico 2016,Costasera Amarone della Valpolicella Classico,2.2137997,4.795965,3.2297275,2.241271,134.16666666666666
Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2016,Saint-Julien (Grand Cru Classé),4.1830826,3.7725508,1.5905166,3.828993,466.54666666666674
Château d'Yquem Sauternes 2016,Sauternes,4.338159,4.676008,4.8703017,,1081.6666666666667
Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2016,Pauillac (Premier Grand Cru Classé),4.117049,3.9883592,1.6689028,4.1171813,2333.3333333333335
Antinori Tignanello 2016,Tignanello,3.082814,3.4132028,1.7224381,2.9867094,560.0
Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.36467,3.9971006,1.7328519,3.43769,1326.6666666666667
Quintessa Rutherford 2016,Rutherford,3.8225102,4.7117114,1.6017184,3.2889876,353.3333333333333
Allegrini Amarone della Valpolicella Classico 2016,Amarone della Valpolicella Classico,2.2788243,4.7703815,3.279088,2.3363032,184.16666666666669
Penfolds St. Henri Shiraz 2016,St. Henri Shiraz,3.0152445,4.612774,2.092192,3.1030886,172.66666666666666
Marqués de Murrieta Dalmau Rioja 2016,Dalmau Rioja,3.778889,4.029856,1.7996016,3.8692777,225.0
Joseph Phelps Vineyards Insignia 2016,Insignia,3.8176463,4.761486,1.7427489,3.4895406,430.0
Vega Sicilia Valbuena 5º 2016,Valbuena 5º,3.6818671,3.8906422,1.8354994,3.459332,269.6
Penfolds Grange 2016,Grange,3.046586,4.7070417,2.106661,3.2378497,1686.6666666666667
Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2016,Grand Vin de Château Palmer (Grand Cru Classé),4.143142,3.7460737,1.696457,3.7986615,520.0
Château Léoville Las Cases Saint-Julien (Grand Cru Classé) 2016,Saint-Julien (Grand Cru Classé),4.188057,3.7862008,1.6340022,3.8746238,825.0
Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2016,Amarone della Valpolicella Classico Riserva (Sergio Zenato),2.2202897,4.8085294,3.317101,2.303083,110.60000000000001
Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.382386,4.196221,1.7933086,3.5282295,726.6666666666666
Muga Torre Muga 2016,Torre Muga,3.7799828,3.9767265,1.7484478,3.914909,106.6
Bodega Contador (Benjamín Romeo) Contador Rioja 2016,Contador Rioja,3.5871537,4.003164,1.7535176,3.7109313,486.6666666666667
Château Pavie Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.3821888,4.1960263,1.8600491,3.5267162,604.7733333333333
Recaredo Reserva Particular de Recaredo Gran Reserva Brut Nature 2013,Reserva Particular de Recaredo Gran Reserva Brut Nature,3.393993,3.1165392,,,221.20000000000002
Château Pichon Baron Pauillac (Grand Cru Classé) 2016,Pauillac (Grand Cru Classé),4.1971974,4.1848493,1.6924607,4.2268305,319.2
Remírez de Ganuza Trasnocho 2016,Trasnocho,3.7219884,4.0481725,1.871458,3.795829,123.93333333333334
E. Guigal Côte-Rôtie La Turque 2016,Côte-Rôtie La Turque,3.877427,4.0988746,1.7111404,3.9625063,566.6666666666666
Château La Mission Haut-Brion Pessac-Léognan (Grand Cru Classé de Graves) 2016,Pessac-Léognan (Grand Cru Classé de Graves),4.194294,4.1819034,1.7193894,4.232646,766.6666666666667
Quintarelli Giuseppe Valpolicella Classico Superiore 2016,Valpolicella Classico Superiore,3.468134,3.1381423,2.1406128,2.5882344,157.20000000000002
Poggio di Sotto Brunello di Montalcino 2016,Brunello di Montalcino,3.837731,3.1352425,1.6460528,3.503923,406.6666666666667
Uccelliera Brunello di Montalcino Riserva 2016,Brunello di Montalcino Riserva,3.924417,3.4411466,1.5341303,3.6004364,176.66666666666666
Gaja Barbaresco 2016,Barbaresco,4.6545653,3.6966581,1.6031228,4.015384,683.3333333333334
Château Montrose Saint-Estèphe (Grand Cru Classé) 2016,Saint-Estèphe (Grand Cru Classé),4.2593036,4.195443,1.6222875,4.3646746,560.0
Sena Aconcagua Valley 2016,Aconcagua Valley,3.1234899,4.550516,1.9092625,3.5512285,174.33333333333334
Terlan (Terlano) Quarz Sauvignon 2016,Quarz Sauvignon,3.3279023,3.8173327,2.2572174,,176.66666666666666
Tua Rita Redigaffi Toscana 2016,Redigaffi Toscana,3.0276775,3.5147495,1.99489,3.018877,726.6666666666666
Castellare Toscana I Sodi di San Niccolo 2016,Toscana I Sodi di San Niccolo,3.2615259,3.3590717,1.7892258,3.0631628,180.83333333333334
Henri Bonneau Chateauneuf-du-Pape Réserve des Célestins 2014,Chateauneuf-du-Pape Réserve des Célestins,3.1329765,4.498529,2.0052009,3.0196457,1067.5
Marqués de Riscal Rioja 150 Aniversario 2016,Rioja 150 Aniversario,3.7774308,3.9782228,1.5425923,3.6425138,143.04
Gaja Sperss Barolo 2016,Sperss Barolo,4.666537,3.8432937,1.6009856,4.3828244,1195.0
Tenuta Il Poggione Brunello di Montalcino Riserva Vigna Paganelli 2016,Brunello di Montalcino Riserva Vigna Paganelli,3.8713474,3.3939166,1.6121194,3.743623,195.0
Domaine Sylvain Cathiard Vosne-Romanée 1er Cru 'Aux Malconsorts' 2014,Vosne-Romanée 1er Cru 'Aux Malconsorts',4.2401404,3.0330567,1.7638865,2.6187313,2790.0
Domaine Jamet Côte-Rôtie 2016,Côte-Rôtie,3.9255815,4.1576743,1.6012559,4.059664,441.66666666666663
Château La Mission Haut-Brion La Chapelle de La Mission Haut-Brion Pessac-Léognan 2016,La Chapelle de La Mission Haut-Brion Pessac-Léognan,4.1492968,4.2538037,1.572223,4.1879635,139.58666666666667
Domini Veneti Amarone della Valpolicella Classico Mater 2015,Amarone della Valpolicella Classico Mater,2.3198988,4.616959,3.1624103,2.2984686,195.0666666666667
Viña Vik Winery VIK 2016,VIK,3.008086,4.5320196,1.9214224,3.4820104,179.9333333333333
Cà dei Frati Pietro Dal Cero Amarone della Valpolicella 2016,Pietro Dal Cero Amarone della Valpolicella,2.378941,4.5853004,3.1801608,2.3993819,100.0
Château Climens Barsac (Premier Grand Cru Classé) 2016,Barsac (Premier Grand Cru Classé),4.358521,4.690008,4.906155,,101.57333333333335
Henri Giraud MV 2016,MV,4.2182946,4.1585765,,,320.0
Valdicava Brunello di Montalcino 2016,Brunello di Montalcino,3.876588,3.352748,1.611603,3.6603677,153.26666666666665
Bodegas Roda Cirsion Rioja 2016,Cirsion Rioja,3.711729,3.9570887,1.9234011,3.8563433,293.26666666666665
Descendientes de J. Palacios La Faraona Bierzo (Corullón) 2016,La Faraona Bierzo (Corullón),3.6081464,3.5282307,1.746712,2.9734766,2761.6666666666665
Colgin IX Estate Red 2016,IX Estate Red,3.8290682,4.7686725,1.8448794,3.6350627,993.3333333333333
Conti Costanti Brunello di Montalcino 2016,Brunello di Montalcino,3.9126227,3.234879,1.6429697,3.5770845,106.6
Château Troplong Mondot Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.4180737,4.2234974,1.7128869,3.5789669,211.24
Conti Costanti Brunello di Montalcino Riserva 2015,Brunello di Montalcino Riserva,3.9699383,3.1485975,1.8136852,3.6114597,243.33333333333334
Château Ausone Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.4151723,4.09014,1.8411175,3.5042195,1389.4666666666667
Prunotto Vigna Colonnello Barolo Riserva Bussia 2014,Vigna Colonnello Barolo Riserva Bussia,4.46639,3.6525562,1.4191498,4.275629,399.9333333333333
Gaja Pieve Santa Restituta Brunello di Montalcino 2016,Pieve Santa Restituta Brunello di Montalcino,3.8261576,3.249444,1.6279902,3.6146157,176.66666666666666
Bodega Contador (Benjamín Romeo) La Cueva del Contador Rioja 2016,La Cueva del Contador Rioja,3.7476807,3.8985107,1.897477,3.8145914,93.26666666666667
Castello del Terriccio Lupicaia 2016,Lupicaia,3.1440911,3.582856,1.7940733,3.1133897,200.0
Mascarello Giuseppe e Figlio Barolo Monprivato 2016,Barolo Monprivato,4.551566,3.528406,1.59358,4.265546,796.6666666666666
Canalicchio di Sopra Brunello di Montalcino Riserva 2016,Brunello di Montalcino Riserva,3.868947,3.3278682,1.6650461,3.6140542,220.0
Cardinale Red 2016,Red,3.5781045,4.7163663,1.7820876,3.4990153,546.0
Quintarelli Giuseppe Veneto Rosso del Bepi 2016,Veneto Rosso del Bepi,2.4586756,3.9865077,2.4127154,2.9060361,253.2
Uccelliera Brunello di Montalcino 2016,Brunello di Montalcino,3.8391123,3.3531468,1.6434323,3.6625977,92.66666666666666
San Filippo Le Lucére Brunello di Montalcino Riserva 2016,Le Lucére Brunello di Montalcino Riserva,3.807475,3.3042076,1.3794554,3.6851978,246.6
Giacomo Conterno Barolo Cascina Francia 2016,Barolo Cascina Francia,4.5209603,3.7836592,1.6290693,4.3313737,940.0
Gitana Lupi Rezerva 2016,Lupi Rezerva,,,,,40.86
Quintodecimo Vigna Grande Cerzito Taurasi Riserva 2014,Vigna Grande Cerzito Taurasi Riserva,2.5461802,4.7545958,2.2985344,3.0121548,220.0
Casanova di Neri Brunello di Montalcino 2016,Brunello di Montalcino,3.8184934,3.283987,1.7140387,3.5789404,123.33333333333334
Il Marroneto Madonna delle Grazie Brunello di Montalcino 2016,Madonna delle Grazie Brunello di Montalcino,3.8020136,3.4241893,1.78457,3.6632488,1081.6666666666667
J. Hofstätter Roccolo Ludwig Barth von Barthenau 2015,Roccolo Ludwig Barth von Barthenau,3.336474,3.256158,1.7900001,2.7045262,428.33333333333337
Casanova di Neri Cerretalto Brunello di Montalcino 2016,Cerretalto Brunello di Montalcino,3.8362374,3.50508,1.7550168,3.6501353,505.3333333333333
Domaine Jacques Prieur Musigny Grand Cru 2015,Musigny Grand Cru,4.298304,3.080363,2.04695,2.7951787,1598.6666666666667
Salentein Gran VU Blend 2015,Gran VU Blend,2.9918435,4.3495183,1.7093651,3.571008,133.06666666666666
Château Léoville Poyferré Saint-Julien (Grand Cru Classé) 2016,Saint-Julien (Grand Cru Classé),4.2215004,3.847162,1.7608945,3.9169717,268.3333333333333
Château Pape Clément Pessac-Léognan (Grand Cru Classé de Graves) 2016,Pessac-Léognan (Grand Cru Classé de Graves),4.2193274,4.203469,1.6842046,4.235782,160.09333333333333
Arzuaga Gran Reserva Ribera del Duero 2016,Gran Reserva Ribera del Duero,3.7277484,3.9356022,1.7389879,3.507639,120.0
Artadi Viña El Pison 2016,Viña El Pison,3.2864294,3.8902185,1.7621776,3.6354012,740.0
Clos Apalta Clos Apalta 2016,Clos Apalta,3.067916,4.7015944,1.8053383,3.546138,283.6666666666667
Conterno Fantino Barolo Sorì Ginestra 2016,Barolo Sorì Ginestra,4.607528,3.8768318,1.4964424,4.4165354,220.83333333333331
Le Macchiole Messorio 2016,Messorio,3.0969987,3.5081158,1.9021307,3.0368488,640.0
Il Marroneto Brunello di Montalcino 2016,Brunello di Montalcino,3.8976326,3.1161182,1.6518015,3.5956202,238.33333333333334
Fontodi Flaccianello della Pieve 2016,Flaccianello della Pieve,3.19551,3.4869254,1.7224033,3.1631904,683.3333333333334
Château des Tours Côtes du Rhône 2016,Côtes du Rhône,3.3747108,3.5550003,1.8865546,2.9252746,240.0
Siro Pacenti Brunello di Montalcino Riserva 2007,Brunello di Montalcino Riserva,3.8615823,3.1401927,1.827931,3.71215,325.0
Trimbach Clos Sainte Hune Riesling Alsace 2016,Clos Sainte Hune Riesling Alsace,4.4354753,3.1274526,2.3837361,,466.6666666666667
Oremus Tokaji Aszú 3 Puttonyos 2016,Tokaji Aszú 3 Puttonyos,4.8892546,3.123616,4.9209304,,89.38
Parusso Barolo Bussia Vigna Munie 2013,Barolo Bussia Vigna Munie,4.493274,3.7877436,1.2171682,4.291106,346.6666666666667
E. Guigal Côte-Rôtie La Landonne 2016,Côte-Rôtie La Landonne,3.8996758,4.2745643,1.6999345,4.1336656,500.0
Florio Aegusa 1994,Aegusa,,,,,210.4
Monteverro Toscana 2016,Toscana,3.0836563,3.638345,1.9710017,2.996743,300.0
Tinazzi A50 Amarone della Valpolicella 2012,A50 Amarone della Valpolicella,2.0425925,4.714197,2.8771605,1.8407408,132.0
Cavallotto Barolo Riserva Bricco Boschis Vigna San Giuseppe 2016,Barolo Riserva Bricco Boschis Vigna San Giuseppe,4.575484,3.9548502,1.718982,4.4499836,440.83333333333337
Canalicchio di Sopra Brunello di Montalcino 2016,Brunello di Montalcino,3.8567634,3.2494845,1.641485,3.612132,176.66666666666666
Terlan (Terlano) Lagrein Riserva Porphyr 2016,Lagrein Riserva Porphyr,2.5272794,4.017624,2.1028726,2.9868026,190.0
Marqués de Cáceres Gaudium 2016,Gaudium,3.7049477,3.9689226,1.7301172,3.9184062,86.66666666666667
Descendientes de J. Palacios Moncerbal Bierzo (Corullón) 2016,Moncerbal Bierzo (Corullón),3.9696674,3.3953269,1.6890587,2.9701667,146.6
Château Ausone Chapelle d'Ausone Saint-Émilion Grand Cru 2016,Chapelle d'Ausone Saint-Émilion Grand Cru,3.4394982,4.140289,1.6023306,3.4600708,299.37333333333333
Château La Mission Haut-Brion Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2001,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2.9458878,3.8870494,2.1406865,,711.6666666666666
Tenuta di Trinoro Toscana Rosso 2016,Toscana Rosso,3.1433663,3.5229356,2.0958486,3.0737605,575.0
Quintodecimo Vigna Grande Cerzito Taurasi Riserva 2016,Vigna Grande Cerzito Taurasi Riserva,2.5461802,4.7545958,2.2985344,3.0121548,213.26666666666665
Antinori Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva 2016,Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,3.843529,3.3922389,1.6489447,3.5629516,290.0
Conde Predappio Massera 2016,Predappio Massera,2.3762434,3.8037038,1.8276721,2.7059789,182.26666666666665
Altesino Brunello di Montalcino  Montosoli 2016,Brunello di Montalcino  Montosoli,3.9027393,3.2557566,1.6366605,3.6159627,123.33333333333334
Alto Moncayo Aquilon Garnacha 2016,Aquilon Garnacha,3.093791,4.7418156,2.0014906,2.9604108,190.6
Tornesi Brunello di Montalcino Riserva 2015,Brunello di Montalcino Riserva,3.951495,3.9074745,1.5380671,3.806289,93.32
Matarromera Ribera del Duero Prestigio 2016,Ribera del Duero Prestigio,3.6664393,3.985012,2.0192058,3.439635,90.6
Antinori Tenuta Guado al Tasso Matarocchio 2016,Tenuta Guado al Tasso Matarocchio,3.176831,3.4324522,1.822357,3.0939744,1281.6666666666667
Ferrari Bruno Lunelli Riserva 2006,Bruno Lunelli Riserva,,,,,1651.6666666666665
Eisele Vineyard Altagracia Cabernet Sauvignon 2012,Altagracia Cabernet Sauvignon,3.505831,4.7797074,1.7512516,3.5206296,216.20000000000002
Poggio Antico Brunello di Montalcino Riserva 2016,Brunello di Montalcino Riserva,3.8509295,3.242533,1.5460424,3.4976366,151.97333333333336
Idiom B Bordicon Blend 2016,B Bordicon Blend,3.685791,3.9830737,1.6767772,3.280962,71.25333333333333
Toro Albalá Don PX Selección 1968,Don PX Selección,2.3066726,4.071609,3.9694393,,261.36
Castiglion del Bosco Campo del Drago Brunello di Montalcino 2016,Campo del Drago Brunello di Montalcino,3.9112031,3.4417026,1.5219067,3.7435818,159.93333333333334
Joseph Drouhin Montrachet Grand Cru Marquis de Laguiche 2016,Montrachet Grand Cru Marquis de Laguiche,3.1082401,3.832167,1.9866148,,2255.0
Castello Romitorio Brunello di Montalcino Riserva 2016,Brunello di Montalcino Riserva,3.904977,3.1936371,1.5762314,3.6321075,298.6666666666667
Domaine Jacques Prieur Clos Vougeot Grand Cru 2016,Clos Vougeot Grand Cru,4.1880374,3.1554344,1.8215898,2.8608603,309.26666666666665
Castello di Ama Vigneto Bellavista Chianti Classico 2016,Vigneto Bellavista Chianti Classico,3.8469875,3.2130225,1.9134988,3.6912632,253.26666666666665
Allegrini Fieramonte Amarone della Valpolicella Riserva 2012,Fieramonte Amarone della Valpolicella Riserva,2.3013904,4.4388537,3.054878,2.4112194,613.3333333333333
Château La Nerthe Cuvée des Cadettes Châteauneuf-du-Pape 2016,Cuvée des Cadettes Châteauneuf-du-Pape,3.0606353,4.6869383,1.8081548,2.8770597,146.6
Siro Pacenti Brunello di Montalcino Riserva 1990,Brunello di Montalcino Riserva,3.8615823,3.1401927,1.827931,3.71215,261.6666666666667
Biserno Lodovico 2016,Lodovico,2.989398,3.6530743,1.919053,2.9573863,1253.3333333333335
Zýmē Amarone della Valpolicella 2016,Amarone della Valpolicella,2.4014342,4.5101013,3.1522312,2.3668778,134.93333333333334
Château Le Gay Pomerol 2016,Pomerol,3.3846567,4.1111927,1.6694585,3.4473553,184.89333333333332
Hubert Paulet Cuvée Risleus Brut Champagne Premier Cru 2004,Cuvée Risleus Brut Champagne Premier Cru,4.3493085,4.181192,,,142.0
Tenuta Luce Luce Brunello di Montalcino 2016,Luce Brunello di Montalcino,3.8107924,3.3707163,1.7594243,3.6287549,283.3333333333333
Louis Lequin Corton-Charlemagne Grand Cru 2014,Corton-Charlemagne Grand Cru,2.662353,4.030588,1.8717645,,158.72
Valdesil Pedrouzos Godello 2016,Pedrouzos Godello,,,,,112.63333333333333
Agrapart & Fils Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize' 2016,Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',4.6446457,4.0394917,,,312.0
Siro Pacenti Brunello di Montalcino Riserva 1988,Brunello di Montalcino Riserva,3.8615823,3.1401927,1.827931,3.71215,213.33333333333334
Antiyal Red 2016,Red,,,,,79.66666666666666
Casanova di Neri Pietradonice 2016,Pietradonice,3.1051316,3.5593164,1.8864819,3.1683702,136.16
Sesti Brunello di Montalcino 2009,Brunello di Montalcino,3.6980922,3.1796978,1.6416774,3.415313,110.0
Roagna Pajè Barbaresco 2013,Pajè Barbaresco,4.6281357,3.627583,1.5763191,4.1472893,441.66666666666663
Arzuaga Amaya Arzuaga (Colección) 2016,Amaya Arzuaga (Colección),3.6540797,3.687021,1.7655505,3.3883185,100.0
Gaja Sorì Tildìn (Barbaresco) Langhe 2016,Sorì Tildìn (Barbaresco) Langhe,4.7012973,3.8227334,1.6132797,4.0354605,1366.6666666666667
Allegrini Fieramonte Amarone della Valpolicella Riserva 2015,Fieramonte Amarone della Valpolicella Riserva,2.3013904,4.4388537,3.054878,2.4112194,579.9333333333333
Ornellaia Toscana Bianco 2016,Toscana Bianco,3.8539917,3.361975,2.2274275,,938.3333333333334
La Grange des Pères Vin de Pays de l'Hérault Blanc 2015,Vin de Pays de l'Hérault Blanc,3.0531123,3.6108928,1.9149225,,1281.6666666666667
Roagna Pajè Barbaresco 2012,Pajè Barbaresco,4.6281357,3.627583,1.5763191,4.1472893,370.0
Brunelli Campo Inferi Amarone della Valpolicella Classico Riserva 2016,Campo Inferi Amarone della Valpolicella Classico Riserva,2.2221038,4.802665,3.2049477,2.4400218,139.86666666666667
Hartenberg The Mackenzie 2016,The Mackenzie,3.872975,3.7844658,1.6333085,3.6190875,70.0
Gaja Costa Russi (Barbaresco) Langhe 2016,Costa Russi (Barbaresco) Langhe,4.6500616,3.7395484,1.7797054,3.962805,1366.6666666666667
Ceretto Barolo Bricco Rocche 2016,Barolo Bricco Rocche,4.663758,3.858728,1.5957669,4.3411164,484.1666666666667
Domaine Nicole Lamarche (François Lamarche) La Grande Rue Grand Cru Monopole 2016,La Grande Rue Grand Cru Monopole,4.36568,3.0997167,1.8830159,2.6970747,1680.0
Salvioni Brunello di Montalcino 2016,Brunello di Montalcino,3.8021264,3.3188396,1.901532,3.6152282,530.0
Aldo Conterno Barolo Bussia Cicala 2014,Barolo Bussia Cicala,4.518978,3.8931282,1.6672688,4.343274,283.3333333333333
La Rasina Il 'Divasco' Riserva 2001,Il 'Divasco' Riserva,3.8098495,3.418612,1.6379265,3.915937,175.0
Domaine des Lambrays Clos des Lambrays Grand Cru 2016,Clos des Lambrays Grand Cru,4.186641,2.967672,1.7482635,2.650363,911.6666666666666
Zenato Cresasso Corvina Veronese 2016,Cresasso Corvina Veronese,2.2652118,3.9660954,2.041686,2.8751512,51.93333333333334
Georges Noëllat Grands-Échezeaux Grand Cru 2016,Grands-Échezeaux Grand Cru,4.2671757,3.0139332,1.8359898,2.6211526,1623.3333333333333
Waterford Estate Kevin Arnold Shiraz 2016,Kevin Arnold Shiraz,3.2652426,4.3099403,1.6196365,3.0410163,35.86666666666667
Poggio di Sotto Brunello di Montalcino Riserva 2016,Brunello di Montalcino Riserva,3.818474,3.1949534,1.6230472,3.441192,930.0
Clos Frantin Clos de Vougeot Grand Cru 2015,Clos de Vougeot Grand Cru,4.235216,2.8455575,1.600036,2.5358272,306.5333333333333
Podere le Ripi Lupi e Sirene Riserva 2016,Lupi e Sirene Riserva,3.8292072,3.3091683,1.6768823,3.6573942,162.53333333333333
Titus Lot 1 2014,Lot 1,3.8397396,4.742413,1.6270138,3.5317361,126.66666666666667
Tua Rita Per Sempre Syrah Toscana 2012,Per Sempre Syrah Toscana,3.0247424,3.5960546,1.7196623,2.9470897,450.0
Domaine Tortochot Mazis-Chambertin Grand Cru 2004,Mazis-Chambertin Grand Cru,4.170031,3.1123023,1.9580156,2.6929922,445.66666666666663
Chateau Palmer Historical XIXth Century Wine 2016,Historical XIXth Century Wine,,,,,453.3333333333333
Collosorbo Brunello di Montalcino Riserva 2015,Brunello di Montalcino Riserva,3.762634,3.2524858,1.7681414,3.5012655,107.26666666666668
Domaine Prieuré Roch Nuits-Saint-Georges 1er Cru 'Clos des Corvées' 2016,Nuits-Saint-Georges 1er Cru 'Clos des Corvées',4.1876044,3.140622,1.9449067,2.689529,2135.0
San Giusto a Rentennano La Ricolma 2016,La Ricolma,3.1633458,3.368209,1.7745955,3.0506861,1110.0
Paul Bara Annonciade Champagne 2006,Annonciade Champagne,4.438599,4.311908,,,308.40000000000003
Benedetti Croce Del Gal Riserva Amarone della Valpolicella Classico 2011,Croce Del Gal Riserva Amarone della Valpolicella Classico,2.4575524,4.8510485,2.9229722,2.5947554,89.86666666666667
Piero Busso Gallina Barbaresco 2016,Gallina Barbaresco,4.612218,3.6235962,1.6368595,3.9500387,235.83333333333334
Egon Müller - Scharzhof Scharzhofberger Riesling Eiswein 2016,Scharzhofberger Riesling Eiswein,,,,,5976.666666666667
Capensis Chardonnay 2016,Chardonnay,3.5614731,3.984476,2.0542128,,102.66666666666667
Marguerite Guyot Cuvée Extase Blanc de Blancs Champagne Grand Cru 2004,Cuvée Extase Blanc de Blancs Champagne Grand Cru,4.2562604,3.67676,,,361.6666666666667
Casa Vinicola Bennati Cěrǎsum Riserva Amarone della Valpolicella 2013,Cěrǎsum Riserva Amarone della Valpolicella,2.254099,4.779284,3.1995063,2.2319505,89.0
Château de Pibarnon Vieux Marc de Bandol 1990,Vieux Marc de Bandol,,,,,185.0
Damilano Barolo Riserva Cannubi 1752 2015,Barolo Riserva Cannubi 1752,4.2767024,3.9318523,1.6763704,4.3238544,253.2
Bonneau du Martray Corton-Charlemagne Grand Cru 2016,Corton-Charlemagne Grand Cru,3.3309574,3.7657247,1.629022,,1081.6666666666667
Hospices de Beaune Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon 2016,Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon,3.9900656,3.0360675,2.1826844,2.6312659,806.6666666666666
Domaine du Comte Liger-Belair Vosne-Romanée Premier Cru Aux Reignots 2016,Vosne-Romanée Premier Cru Aux Reignots,4.042153,3.087818,1.9560068,2.5516326,7018.0
Domaine Trapet Chambertin Grand Cru 2016,Chambertin Grand Cru,4.2264743,3.0739026,1.7182577,2.7263403,1366.6666666666667
Domaine Faiveley Mazis-Chambertin Grand Cru 2016,Mazis-Chambertin Grand Cru,4.054049,3.0820901,1.7251658,2.6705647,286.6666666666667
Catena Zapata Adrianna Vineyard Mundus Bacillus Terrae Malbec 2016,Adrianna Vineyard Mundus Bacillus Terrae Malbec,2.8717265,3.9654257,2.189404,2.6043994,332.0
Jean Bourdy Vin de Paille 2015,Vin de Paille,,,,,149.86666666666667
Castiglion del Bosco Millecento Brunello di Montalcino Riserva 2016,Millecento Brunello di Montalcino Riserva,3.8132358,3.2056653,1.6345867,3.5395062,261.26666666666665
Montepeloso Gabbro Toscana 2016,Gabbro Toscana,3.079783,3.6386173,1.9114742,3.1783893,119.93333333333334
San Marzano 60 Sessantanni Old Vines Primitivo di Manduria 2017,60 Sessantanni Old Vines Primitivo di Manduria,1.789258,4.082944,3.1701102,2.2129438,42.63333333333333
Antinori Pian delle Vigne Brunello di Montalcino 2017,Pian delle Vigne Brunello di Montalcino,3.7869322,3.2263973,1.6081825,3.439114,77.32
Opus One Opus One 2017,Opus One,3.816858,4.6327147,1.6506873,3.3543363,713.3333333333334
Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2017,Pauillac (Premier Grand Cru Classé),4.117049,3.9883592,1.6689028,4.1171813,1166.6666666666667
Tenuta San Guido Sassicaia 2017,Sassicaia,3.488095,3.7838812,1.7056901,3.8796737,598.4000000000001
Masseto Toscana 2017,Toscana,3.1028588,3.6077247,1.9779595,3.1404293,1460.0
Dominique Laurent Grands-Échézeaux Grande Cuvée Vieilles Vignes 2014,Grands-Échézeaux Grande Cuvée Vieilles Vignes,3.914567,3.1072738,2.2055523,2.6039402,740.0
Château Cheval Blanc Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,Saint-Émilion Grand Cru (Premier Grand Cru Classé),3.36467,3.9971006,1.7328519,3.43769,1266.6666666666665
Zenato Amarone della Valpolicella Classico 2017,Amarone della Valpolicella Classico,2.213149,4.8005404,3.3462367,2.2455263,69.2
Bussola Amarone della Valpolicella Classico 2017,Amarone della Valpolicella Classico,2.2049556,4.8191743,3.3598473,2.2518773,118.33333333333333
Casanova di Neri Brunello di Montalcino 2017,Brunello di Montalcino,3.8184934,3.283987,1.7140387,3.5789404,97.34666666666668
